Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-2162-2010","2005-11-30 00:00:00","303568","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1830557","","116.91","2 B/R","41","B4-35","Marina Towers","Marina Mall","Burj Al Arab","2","1","","TORCH TOWER"
"102-2177-2010","2005-11-01 00:00:00","10252853","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","809460","","70.75","1 B/R","11","B5-019","Marina Towers","Marina Mall","Burj Al Arab","1","1","","CAYAN TOWER"
"102-2262-2010","2005-11-27 00:00:00","270832","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","608370","","81.29","1 B/R","12","3B10","Marina Towers","Marina Mall","Burj Al Arab","1","1","","MAG218"
"102-2265-2010","2005-06-12 00:00:00","260448","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1084888","","91.32","1 B/R","5","8.5678002440874763E-3","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","MARINA QUAYS"
"102-2266-2010","2005-10-06 00:00:00","6540526","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","1780000","","118.97","1 B/R","6","B2-116","Palm Jumeirah","Marina Mall","Burj Al Arab","2","1","","FAIRMONT PALM RESIDENCE"
"102-2278-2010","2005-11-14 00:00:00","6540541","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","3100000","","202.04","3 B/R","6","G-59, 60","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","FAIRMONT PALM RESIDENCE"
"102-5503-2005","2005-11-14 00:00:00","6540457","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","3050000","","202.04","3 B/R","5","78, 79","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","FAIRMONT PALM RESIDENCE"
"102-5505-2005","2005-10-10 00:00:00","6117899","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1695000","","154.5","2 B/R","21","B1-022","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","TRIDENT GRAND"
"102-6294-2009","2005-04-10 00:00:00","255123","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Flat","344410","","46.98","Studio","13","DMCC L3-3047","Damac Properties","Marina Mall","Burj Al Arab","1","1","","LAKE SHORE TOWER"
"102-6365-2009","2005-04-22 00:00:00","267288","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1639000","","151.06","2 B/R","19","B3-149","Dubai Marina","Marina Mall","Burj Al Arab","1","1","","BAYSIDE RESIDENCE"
"102-6396-2009","2005-11-28 00:00:00","6118157","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2084000","","137.28","2 B/R","33","B4-333","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","2","1","","TRIDENT GRAND"
"102-6420-2009","2005-10-06 00:00:00","6540640","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","2358000","","165.12","2 B/R","7","B1-115","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","FAIRMONT PALM RESIDENCE"
"11-1-2005","2005-01-02 00:00:00","80759","Sales","Sale","Ready","Non Free Hold","Commercial","Jumeirah First","Land","Commercial","3600000","1393.55","1393.55","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","6","",""
"11-10-2005","2005-01-02 00:00:00","40210","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","1573000","1124.13","1124.13","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","4","1","",""
"11-100-2005","2005-01-09 00:00:00","90010","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","4110000","1267.94","1267.94","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1000-2005","2005-04-12 00:00:00","25493","Sales","Sale","Ready","Non Free Hold","Residential","Al Baraha","Land","Residential","9000000","225.29","225.29","","","","Salah Al Din Metro Station","","Dubai International Airport","1","1","",""
"11-1001-2005","2005-04-12 00:00:00","77984","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","11500000","288.93","288.93","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1002-2005","2005-04-12 00:00:00","66514","Sales","Sale","Ready","Non Free Hold","Commercial","Al Jafliya","Land","Commercial","15067710","6665.88","1110.98","","","","","","","1","1","",""
"11-1003-2005","2005-04-13 00:00:00","81652","Sales","Sale","Ready","Non Free Hold","Commercial","Al Hamriya","Land","Commercial","900000","157.47","157.47","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","1","10","",""
"11-1004-2005","2005-04-13 00:00:00","39996","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","900000","232.26","232.26","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","3","",""
"11-1005-2005","2005-04-13 00:00:00","69046","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","1950000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1007-2005","2005-04-13 00:00:00","10886","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","Residential","2500000","914.54","914.54","","","","","","","1","1","",""
"11-1008-2005","2005-04-13 00:00:00","29840","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2000000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1009-2005","2005-04-13 00:00:00","28422","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1125000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-101-2005","2005-01-09 00:00:00","90625","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","3387326","1114.85","1114.85","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1010-2005","2005-04-13 00:00:00","86102","Sales","Sale","Ready","Non Free Hold","Residential","Al Aweer Second","Land","Agricultural","2600000","12620.8","12620.8","","","","","","","1","1","",""
"11-1011-2005","2005-04-16 00:00:00","7381","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1100000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1012-2005","2005-04-16 00:00:00","63021","Sales","Sale","Ready","Non Free Hold","Residential","Um Al Sheif","Land","Residential","4000000","1374.96","1374.96","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1013-2005","2005-04-16 00:00:00","28376","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2300000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1014-2005","2005-04-16 00:00:00","80108","Sales","Sale","Ready","Non Free Hold","Residential","Al Aweer Second","Land","Agricultural","10000000","28311.35","28311.35","","","","","","","1","1","",""
"11-1015-2005","2005-04-16 00:00:00","79013","Sales","Sale","Ready","Non Free Hold","Residential","Al Wasl","Land","Government Housing","1750000","929.03","929.03","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1016-2005","2005-04-16 00:00:00","85714","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","Residential","1935450","1816.25","1816.25","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1017-2005","2005-04-16 00:00:00","74990","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","1850000","969.63","969.63","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1018-2005","2005-04-16 00:00:00","71698","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","2000000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1019-2005","2005-04-16 00:00:00","53031","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","1019915","1114.74","1114.74","","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-102-2005","2005-01-09 00:00:00","73746","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","21600000","2787.09","2787.09","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","2","1","",""
"11-1020-2005","2005-04-16 00:00:00","91673","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","1300000","211.35","211.35","","","","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1021-2005","2005-04-16 00:00:00","124767","Sales","Sale","Ready","Non Free Hold","Commercial","Al Thanyah Third","Land","Commercial","16500000","5658.81","5658.87","","","","","","","8","1","",""
"11-1022-2005","2005-04-17 00:00:00","37904","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","1400000","235.88","235.88","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1023-2005","2005-04-17 00:00:00","52564","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","1760000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1024-2005","2005-04-17 00:00:00","67016","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Second","Land","Residential","1182800","1098.86","1098.86","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1025-2005","2005-04-17 00:00:00","59658","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","2044000","1356.38","1356.38","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","3","",""
"11-1026-2005","2005-04-17 00:00:00","67806","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","1343760","1134.9","1134.9","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1027-2005","2005-04-17 00:00:00","83292","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","1080360","1115.21","1115.21","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1028-2005","2005-04-17 00:00:00","28503","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","5200000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1029-2005","2005-04-17 00:00:00","48345","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","1450000","788.75","788.75","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-103-2005","2005-01-10 00:00:00","64444","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Exhbition Center","31085220","4067.48","4067.48","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1030-2005","2005-04-17 00:00:00","49301","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","1950000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1031-2005","2005-04-17 00:00:00","94681","Sales","Sale","Ready","Non Free Hold","Commercial","Ras Al Khor Industrial Second","Land","Commercial","8000000","4422.18","4422.18","","","","Creek Metro Station","City Centre Mirdif","Downtown Dubai","1","1","",""
"11-1032-2005","2005-04-17 00:00:00","57091","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","1800000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1033-2005","2005-04-17 00:00:00","61457","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","3094000","4422.18","3830.58","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1034-2005","2005-04-17 00:00:00","69898","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","9500000","1374.96","1374.96","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1035-2005","2005-04-17 00:00:00","82532","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa First","Land","Residential","2368000","1374.96","1393.55","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"11-1036-2005","2005-04-17 00:00:00","65325","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1000000","594.58","594.58","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1037-2005","2005-04-17 00:00:00","84890","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","Residential","9000000","20269.02","32280.93","","","","","City Centre Mirdif","","1","1","",""
"11-1038-2005","2005-04-17 00:00:00","21042","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz East","Land","Residential","12000000","1170.58","1170.58","","","","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1039-2005","2005-04-17 00:00:00","7608","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1200000","232.26","232.26","","","","","","","1","1","",""
"11-104-2005","2005-01-10 00:00:00","90594","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","1200000","1115.02","1115.02","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1040-2005","2005-04-17 00:00:00","92087","Sales","Sale","Ready","Non Free Hold","Commercial","Al Safouh Second","Land","Commercial","25000000","5403.22","5403.22","","","","","","","1","1","",""
"11-1041-2005","2005-04-18 00:00:00","29242","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1400000","672.34","672.34","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1042-2005","2005-04-18 00:00:00","124714","Sales","Sale","Ready","Free Hold","Residential","Al Thanyah Third","Land","","13133046","2033.5","2033.5","","","","","","","1","1","",""
"11-1043-2005","2005-04-18 00:00:00","52472","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","1550000","232.26","227.61","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1044-2005","2005-04-18 00:00:00","38305","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Industrial","1300000","221.48","221.48","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","1","9","",""
"11-1045-2005","2005-04-18 00:00:00","84816","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","2282704","1061.7","1061.7","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1046-2005","2005-04-18 00:00:00","78465","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","10850000","638.43","638.43","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","2","1","",""
"11-1047-2005","2005-04-18 00:00:00","55325","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","32718000","14827.32","2053.16","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1048-2005","2005-04-19 00:00:00","30648","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2000000","929.03","929.03","","","","","","","1","1","",""
"11-1049-2005","2005-04-19 00:00:00","30405","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","9000000","1881.29","1881.29","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","5","1","",""
"11-105-2005","2005-01-10 00:00:00","90017","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","3141146","1114.84","1114.84","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1050-2005","2005-04-19 00:00:00","24622","Sales","Sale","Ready","Non Free Hold","Residential","Al Mamzer","Land","Residential","4000000","1118.55","1118.55","","","","Al Qiyadah Metro Station","","Dubai International Airport","1","1","",""
"11-1051-2005","2005-04-19 00:00:00","84973","Sales","Sale","Ready","Non Free Hold","Commercial","Al Qusais First","Land","Commercial","10567150","1784.95","1784.95","","","","","","","1","1","",""
"11-1052-2005","2005-04-19 00:00:00","70533","Sales","Sale","Ready","Non Free Hold","Commercial","Al Qusais First","Land","Commercial","10629300","1795.44","1795.44","","","","","","","1","1","",""
"11-1053-2005","2005-04-19 00:00:00","29791","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1275000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1054-2005","2005-04-19 00:00:00","30375","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1771875","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1055-2005","2005-04-19 00:00:00","36713","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","2164240","1546.65","1546.65","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","15","",""
"11-1056-2005","2005-04-19 00:00:00","60583","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","980000","278.71","278.71","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1057-2005","2005-04-19 00:00:00","27856","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2350000","672.34","672.34","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1058-2005","2005-04-19 00:00:00","58418","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","4000000","604.15","604.15","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-106-2005","2005-01-10 00:00:00","90598","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","3184407","1114.65","1114.65","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1060-2005","2005-04-19 00:00:00","5548","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","1920000","272.21","272.21","","","","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1061-2005","2005-04-23 00:00:00","27946","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1771875","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1062-2005","2005-04-23 00:00:00","38125","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","750000","232.26","232.26","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","10","",""
"11-1063-2005","2005-04-23 00:00:00","67216","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1450000","692.22","692.22","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1064-2005","2005-04-23 00:00:00","49986","Sales","Sale","Ready","Non Free Hold","Commercial","Al Buteen","Land","Commercial","5100000","75.25","75.25","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1065-2005","2005-04-23 00:00:00","28604","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","5500000","1532.9","1532.9","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1066-2005","2005-04-23 00:00:00","67462","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","500000","336.77","336.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1067-2005","2005-04-23 00:00:00","76205","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Second","Land","Residential","850000","983.29","983.29","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1068-2005","2005-04-23 00:00:00","90798","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah First","Land","Residential","800000","227.61","227.61","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1069-2005","2005-04-23 00:00:00","21190","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1070000","229.93","232.26","","","","","","","1","1","",""
"11-107-2005","2005-01-10 00:00:00","80080","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","12500000","4645.15","4645.15","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1070-2005","2005-04-23 00:00:00","18587","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1930000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1071-2005","2005-04-23 00:00:00","68199","Sales","Sale","Ready","Non Free Hold","Commercial","Al Ras","Land","Commercial","3000000","25.83","25.83","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1072-2005","2005-04-23 00:00:00","72298","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","2294720","2664.83","2847.37","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1073-2005","2005-04-23 00:00:00","85770","Sales","Sale","Ready","Non Free Hold","Commercial","Al Suq Al Kabeer","Land","Commercial","1600000","250.84","250.84","","","","","","","1","1","",""
"11-1074-2005","2005-04-23 00:00:00","87959","Sales","Sale","Ready","Non Free Hold","Commercial","Al Nahda Second","Land","Commercial","6450000","1393.55","1393.55","","","","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","1","4","",""
