Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1020-2004","2004-05-11 00:00:00","63475","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","15330000","2034.58","2034.58","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1021-2004","2004-05-11 00:00:00","61853","Sales","Sale","Ready","Non Free Hold","Commercial","Mankhool","Land","Commercial","8804000","1152","1152","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1022-2004","2004-05-11 00:00:00","63872","Sales","Sale","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","1683000","1042.37","1042.37","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","21","",""
"11-1023-2004","2004-05-11 00:00:00","75009","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","650000","455.22","568.19","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1024-2004","2004-05-11 00:00:00","76202","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Third","Land","Residential","750000","929.03","929.03","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1025-2004","2004-05-11 00:00:00","69277","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","990000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","6","",""
"11-1026-2004","2004-05-12 00:00:00","88295","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1378800","533.26","533.26","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1027-2004","2004-05-12 00:00:00","30122","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","667500","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1028-2004","2004-05-12 00:00:00","59112","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","1250000","576","576","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1029-2004","2004-05-12 00:00:00","26563","Sales","Sale","Ready","Non Free Hold","Commercial","Eyal Nasser","Land","Commercial","1850000","132.57","132.57","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-103-2004","2004-01-14 00:00:00","40323","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential","600000","181.16","181.16","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1030-2004","2004-05-12 00:00:00","57672","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Second","Land","Residential","3600000","987.84","987.84","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1031-2004","2004-05-12 00:00:00","75650","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","2030000","1245.83","1245.83","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1032-2004","2004-05-12 00:00:00","70609","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","630000","165.69","165.69","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","6","1","",""
"11-1033-2004","2004-05-12 00:00:00","79651","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah First","Land","Residential","6500000","1969.17","1969.17","","","","Financial Centre","Dubai Mall","Burj Khalifa","1","1","",""
"11-1034-2004","2004-05-12 00:00:00","82609","Sales","Sale","Ready","Non Free Hold","Residential","Um Al Sheif","Land","Residential","1650000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1035-2004","2004-05-12 00:00:00","28783","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1794240","1389.09","1389.09","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1036-2004","2004-05-12 00:00:00","42705","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","550000","1115.49","1115.49","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","4","",""
"11-1037-2004","2004-05-15 00:00:00","78761","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Government Housing","1500000","594.58","594.58","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1038-2004","2004-05-15 00:00:00","82617","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","1340000","929.03","929.03","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1039-2004","2004-05-15 00:00:00","55451","Sales","Sale","Ready","Non Free Hold","Residential","Al Goze First","Land","Residential","620000","929.03","929.03","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"11-104-2004","2004-01-14 00:00:00","82451","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","1500000","635.46","635.46","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1040-2004","2004-05-15 00:00:00","63712","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","940000","910.45","910.45","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1041-2004","2004-05-15 00:00:00","86028","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","825000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1042-2004","2004-05-15 00:00:00","40589","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential Flats","850000","269.05","269.05","","","","Salah Al Din Metro Station","","Dubai International Airport","1","1","",""
"11-1043-2004","2004-05-15 00:00:00","38308","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","880000","408.77","408.77","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1044-2004","2004-05-15 00:00:00","59899","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","1080000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1045-2004","2004-05-15 00:00:00","16708","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","1051200","1356.38","1356.38","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1046-2004","2004-05-15 00:00:00","124758","Sales","Sale","Ready","Free Hold","Residential","Al Thanyah Third","Land","","6000000","2700","2700","","","","","","","1","1","",""
"11-1047-2004","2004-05-15 00:00:00","85925","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","4560000","4459.34","4459.34","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1048-2004","2004-05-16 00:00:00","82567","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","3700000","1393.55","2343.66","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1049-2004","2004-05-16 00:00:00","82568","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","1600000","929.03","929.03","","","","","","","1","1","",""
"11-105-2004","2004-01-14 00:00:00","16806","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","825000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1050-2004","2004-05-16 00:00:00","16993","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","1050000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1051-2004","2004-05-16 00:00:00","53031","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","575952","1114.74","1114.74","","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-1052-2004","2004-05-16 00:00:00","52171","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","3900000","232.26","232.26","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1053-2004","2004-05-16 00:00:00","54910","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","5400000","226.87","226.87","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1054-2004","2004-05-16 00:00:00","45773","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","680000","1073.96","1073.96","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1055-2004","2004-05-16 00:00:00","67614","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","2700000","1207.74","1207.74","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","7","",""
"11-1056-2004","2004-05-16 00:00:00","86328","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","1900000","236.53","236.53","","","","","","","1","1","",""
"11-1057-2004","2004-05-16 00:00:00","44347","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","768185","1297.58","1297.58","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1058-2004","2004-05-16 00:00:00","25465","Sales","Sale","Ready","Non Free Hold","Residential","Al Baraha","Land","Residential","10000000","929.03","929.03","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1059-2004","2004-05-16 00:00:00","70868","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","700000","265.7","265.7","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-106-2004","2004-01-14 00:00:00","86548","Sales","Sale","Ready","Non Free Hold","Residential","Al Aweer Second","Land","Agricultural","2950000","45052.2","45052.2","","","","","","","1","1","",""
"11-1060-2004","2004-05-16 00:00:00","27918","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","781596","672.34","672.34","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1061-2004","2004-05-17 00:00:00","76584","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1000000","891.87","891.87","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1062-2004","2004-05-17 00:00:00","79462","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah First","Land","Residential","2500000","573.68","572.1","","","","Financial Centre","Dubai Mall","Burj Khalifa","1","1","",""
"11-1063-2004","2004-05-17 00:00:00","59685","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","8500000","836.13","1591.24","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1064-2004","2004-05-17 00:00:00","69858","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","1040000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1065-2004","2004-05-17 00:00:00","70842","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","2850000","784.1","784.1","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","2","",""
"11-1066-2004","2004-05-17 00:00:00","16953","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","900000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1067-2004","2004-05-17 00:00:00","8405","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","940000","232.26","232.26","","","","","","","1","1","",""
"11-1068-2004","2004-05-18 00:00:00","65761","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","7511400","1550.74","1550.74","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
