Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1694-2007","2007-06-14 00:00:00","9682","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","3000000","213.68","213.68","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1695-2007","2007-06-14 00:00:00","90407","Sales","Sale","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","2400000","943.15","943.15","","","","Salah Al Din Metro Station","","Dubai International Airport","1","1","",""
"11-1696-2007","2007-06-14 00:00:00","67486","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","1875000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1697-2007","2007-06-14 00:00:00","5352637","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Shiba","Land","","6820000","2880.01","2880.01","","","","","","","1","1","",""
"11-1698-2007","2007-06-14 00:00:00","29933527","Sales","Sale","Ready","Non Free Hold","Commercial","Nad Al Shiba","Land","Commercial","19048372","6321.94","6321.94","","","","","","","1","1","",""
"11-1699-2007","2007-06-17 00:00:00","103483","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","2600000","622.37","622.37","","","","Knowledge Village","Marina Mall","Burj Al Arab","1","1","",""
"11-170-2007","2007-01-18 08:56:08","97044","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","2128800","667.69","667.69","","","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1700-2007","2007-06-17 00:00:00","63089","Sales","Sale","Ready","Non Free Hold","Residential","Al Raffa","Land","","67512150","4645.99","4645.99","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","29","",""
"11-1701-2007","2007-06-17 00:00:00","76323","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","7000000","1337.8","1337.8","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","2","3","",""
"11-1702-2007","2007-06-17 00:00:00","85856","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","16600000","929.03","929.03","","","","Burjuman Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1703-2007","2007-06-17 00:00:00","67016","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Second","Land","Residential","1715060","1098.86","1098.86","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1705-2007","2007-06-17 00:00:00","81877","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","5000000","929.03","2083.81","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","3","5","",""
"11-1706-2007","2007-06-17 00:00:00","61431","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","3500000","1463.22","1463.22","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","9","",""
"11-1707-2007","2007-06-17 00:00:00","96654","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","4400000","548.78","548.78","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1708-2007","2007-06-17 00:00:00","103460","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","6215000","1154.78","1154.78","","","","","","","3","5","",""
"11-1709-2007","2007-06-17 00:00:00","27942","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","11000000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-171-2007","2007-01-18 09:26:53","97021","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","999800","495.27","495.27","","","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1710-2007","2007-06-17 00:00:00","91575","Sales","Sale","Ready","Free Hold","Residential","Al Warsan First","Land","Residential","11046500","822.37","854.82","","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-1711-2007","2007-06-17 00:00:00","95766","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1468800","556.95","556.95","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1712-2007","2007-06-17 00:00:00","30208","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2220680","842.07","842.07","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1713-2007","2007-06-17 00:00:00","64022","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Second","Land","Residential","1350000","913.24","913.24","","","","Airport Free Zone","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1716-2007","2007-06-18 00:00:00","91784","Sales","Sale","Ready","Free Hold","Residential","Al Warsan First","Land","Residential","15422000","1109.3","1126.75","","","","Rashidiya Metro Station","City Centre Mirdif","","2","1","",""
"11-1717-2007","2007-06-18 00:00:00","91720","Sales","Sale","Ready","Free Hold","Residential","Al Warsan First","Land","Residential","15540500","1457.77","1466.93","","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-1718-2007","2007-06-18 00:00:00","16779","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","2400000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1719-2007","2007-06-18 00:00:00","76376","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1700000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-172-2007","2007-01-18 09:53:23","101488","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","2888888","844.3","844.3","","","","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","2","1","",""
"11-1720-2007","2007-06-18 00:00:00","71078","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Exhbition Center","62880000","3651.09","3651.09","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1721-2007","2007-06-18 00:00:00","71865","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","1800000","232.26","232.26","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1722-2007","2007-06-18 00:00:00","98405","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","10787255","2162.87","2162.87","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1723-2007","2007-06-18 00:00:00","99206","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","4544888","828.04","828.04","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","",""
"11-1724-2007","2007-06-18 00:00:00","78590","Sales","Sale","Ready","Non Free Hold","Residential","Port Saeed","Land","Residential","1884000","175.03","175.03","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-1725-2007","2007-06-18 00:00:00","99439","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1848888","640.01","640.01","","","","","","Motor City","1","1","",""
"11-1726-2007","2007-06-18 11:49:17","97417","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1333800","549.15","549.15","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1727-2007","2007-06-18 00:00:00","74635","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","2700000","232.26","232.26","","","","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1728-2007","2007-06-18 00:00:00","103490","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","2600000","622.06","622.06","","","","Al Sufouh","Marina Mall","Burj Al Arab","2","1","",""
"11-173-2007","2007-01-18 10:12:20","99269","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","2229888","861.4","861.4","","","","","","Motor City","2","1","",""
"11-1730-2007","2007-06-19 00:00:00","91580","Sales","Sale","Ready","Free Hold","Residential","Al Warsan First","Land","Residential","15540500","1405.99","1475.68","","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-1731-2007","2007-06-19 00:00:00","103482","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","4650000","1244.74","1244.74","","","","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","",""
"11-1732-2007","2007-06-19 00:00:00","62575","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","1711000","1096.26","1096.26","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","8","",""
"11-1733-2007","2007-06-19 00:00:00","99138","Sales","Sale","Ready","Free Hold","Residential","Al Thanyah Third","Land","","3314888","710.34","710.34","","","","Nakheel Metro Station","Marina Mall","Burj Al Arab","1","1","",""
"11-1734-2007","2007-06-19 00:00:00","55268","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1850000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1735-2007","2007-06-19 00:00:00","101108","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","2100000","720","720","","","","","","Global Village","1","1","",""
"11-1736-2007","2007-06-19 00:00:00","78617","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","Agricultural","22000000","12634.81","12634.81","","","","","","","1","1","",""
"11-1737-2007","2007-06-19 00:00:00","3683","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","2800000","334.45","334.45","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1738-2007","2007-06-19 00:00:00","29933527","Sales","Sale","Ready","Non Free Hold","Commercial","Nad Al Shiba","Land","Commercial","32323194.25","6321.94","6321.94","","","","","","","1","1","",""
"11-1739-2007","2007-06-19 00:00:00","270681","Sales","Sale","Ready","Non Free Hold","Residential","Margham","Land","Agricultural","3500000","49488.87","48455.42","","","","","","","1","1","",""
"11-174-2007","2007-01-18 10:26:02","101504","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1757888","747.13","747.13","","","","","","Motor City","1","1","",""
"11-1740-2007","2007-06-19 00:00:00","103483","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","8100000","622.37","622.37","","","","Knowledge Village","Marina Mall","Burj Al Arab","1","1","",""
"11-1741-2007","2007-06-20 00:00:00","96611","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","2246888","770.26","770.26","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1742-2007","2007-06-20 00:00:00","103573","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","2600000","622.32","622.32","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-1743-2007","2007-06-20 00:00:00","103575","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","4650000","1244.73","1244.73","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-1744-2007","2007-06-20 00:00:00","103484","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","2600000","622.65","622.65","","","","Al Sufouh","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1745-2007","2007-06-20 00:00:00","103574","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","3200000","621.79","621.79","","","","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","",""
"11-1746-2007","2007-06-20 00:00:00","86922","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","3450000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","2","5","",""
"11-1747-2007","2007-06-20 00:00:00","103302","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","7850000","622.07","622.07","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-1748-2007","2007-06-20 00:00:00","103487","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","4650000","1245.32","1365.34","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-1749-2007","2007-06-20 00:00:00","103488","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","2800000","657.59","657.59","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-175-2007","2007-01-18 10:26:18","101516","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1103888","585.01","585.01","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","2","1","",""
"11-1750-2007","2007-06-20 00:00:00","12442291","Sales","Sale","Ready","Non Free Hold","Commercial","Nad Al Shiba","Land","Commercial","10908100","4052.29","4052.29","","","","","","","1","1","",""
"11-1751-2007","2007-06-20 00:00:00","95502","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1396888","540.05","540.05","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1752-2007","2007-06-20 00:00:00","103450","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","4650000","1245.17","1245.17","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-1753-2007","2007-06-20 00:00:00","27976","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2750000","672.34","672.34","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1754-2007","2007-06-20 00:00:00","16040166","Sales","Sale","Ready","Free Hold","Residential","Burj Khalifa","Land","Residential","74060000","7644.8","7644.8","","","","","","","1","1","",""
"11-1755-2007","2007-06-20 00:00:00","98867","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","2256888","659.98","659.98","","","","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","",""
"11-1756-2007","2007-06-20 00:00:00","75391","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","8800000","265.24","275.92","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","1","4","",""
"11-1757-2007","2007-06-20 00:00:00","95506","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1293800","539.95","539.95","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1758-2007","2007-06-20 00:00:00","101165","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1151888","719.44","719.44","","","","","","Motor City","1","1","",""
"11-1759-2007","2007-06-20 00:00:00","103489","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","4650000","1245.16","1630.54","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-176-2007","2007-01-18 00:00:00","28790","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2580305","904.6","904.6","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1760-2007","2007-06-20 00:00:00","83330","Sales","Sale","Ready","Non Free Hold","Commercial","Um Hurair Second","Land","Commercial","73200000","4533.67","4533.67","","","","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1761-2007","2007-06-20 00:00:00","62476","Sales","Sale","Ready","Non Free Hold","Residential","Al Goze First","Land","Residential","2350000","929.03","929.03","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"11-1763-2007","2007-06-21 00:00:00","93603","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","994.8","994.8","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1764-2007","2007-06-21 09:41:42","95131","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1228800","540.05","540.05","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1765-2007","2007-06-21 00:00:00","102497","Sales","Sale","Ready","Free Hold","Commercial","Palm Jumeirah","Land","Commercial","15000000","1245.23","1245.23","","","","Al Sufouh","Marina Mall","Burj Al Arab","1","1","",""
"11-1766-2007","2007-06-21 00:00:00","56187","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","3150000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","2","",""
"11-1767-2007","2007-06-21 00:00:00","26998221","Sales","Sale","Ready","Non Free Hold","Commercial","Nad Al Shiba","Land","Commercial","9274626.27","2104.13","2104.13","","","","","","","1","1","",""
"11-1768-2007","2007-06-21 10:18:59","95454","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1328800","540.05","540.05","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1769-2007","2007-06-21 10:43:21","96233","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1427888","553.42","553.42","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-177-2007","2007-01-18 10:59:26","101537","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1712888","706.62","706.62","","","","First Abu Dhabi Bank Metro Station","","Motor City","2","1","",""
"11-1770-2007","2007-06-21 11:01:27","96727","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1493800","650.23","650.23","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1771-2007","2007-06-21 00:00:00","86442","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","5000000","933","933","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1772-2007","2007-06-21 11:45:48","103721","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1112888","599.97","599.97","","","","","","Global Village","2","1","",""
"11-1773-2007","2007-06-21 00:00:00","47901","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","3150000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1774-2007","2007-06-21 00:00:00","82881","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Third","Land","Residential","6271000","1387.13","1387.13","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1775-2007","2007-06-21 12:28:33","98985","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","2097888","535.31","535.31","","","","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","",""
"11-1776-2007","2007-06-21 00:00:00","74225","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","2037000","1351.74","1351.74","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1777-2007","2007-06-21 00:00:00","103549","Sales","Sale","Ready","Free Hold","Commercial","Al Safouh First","Land","Commercial","13000000","1866.14","1892.39","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1778-2007","2007-06-21 00:00:00","70824","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","3000000","223.62","223.62","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1779-2007","2007-06-24 00:00:00","50823","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","1689240","1120.97","1120.97","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-178-2007","2007-01-18 11:05:20","101515","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1800000","585.01","585.01","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","",""
"11-1780-2007","2007-06-24 00:00:00","89333","Sales","Sale","Ready","Non Free Hold","Residential","Al Goze Fourth","Land","Residential","1920000","929.03","929.03","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"11-1781-2007","2007-06-24 00:00:00","16940","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","2325000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1782-2007","2007-06-24 00:00:00","90034","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","18001500","1114.93","1114.93","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1784-2007","2007-06-24 00:00:00","61769","Sales","Sale","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","13500000","1189.16","1189.16","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"11-1785-2007","2007-06-24 00:00:00","71795","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","1920000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1786-2007","2007-06-24 00:00:00","99134","Sales","Sale","Ready","Free Hold","Residential","Al Thanyah Third","Land","","5800000","703.46","703.46","","","","Nakheel Metro Station","Marina Mall","Burj Al Arab","1","1","",""
"11-1787-2007","2007-06-24 00:00:00","138225","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali","Land","Industrial","3921508","2530.4","2530.4","","","","","","","1","1","",""
"11-1788-2007","2007-06-24 00:00:00","91014","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","21183725","1174.94","1174.94","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1789-2007","2007-06-24 00:00:00","73049","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","3000000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-179-2007","2007-01-18 11:12:24","101494","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","1733888","714.98","714.98","","","","","","Motor City","1","1","",""
"11-1790-2007","2007-06-24 00:00:00","37842","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","2500000","192.31","192.31","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1791-2007","2007-06-24 00:00:00","59429","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","5600000","1839.48","1839.48","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","13","",""
"11-1792-2007","2007-06-24 00:00:00","68284","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","6750000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1793-2007","2007-06-25 00:00:00","255423","Sales","Sale","Ready","Non Free Hold","Commercial","Al Thanyah Third","Land","Commercial","33816509","2166.66","2166.66","","","","","","","1","1","",""
"11-1794-2007","2007-06-25 00:00:00","52215","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1350000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1795-2007","2007-06-25 00:00:00","63984","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","1950000","351.17","351.17","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1796-2007","2007-06-25 00:00:00","86427","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","7650000","988.62","988.62","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1797-2007","2007-06-25 00:00:00","12098676","Sales","Sale","Ready","Free Hold","Residential","Burj Khalifa","Land","Residential","60858900","5290.27","5290.27","","","","","","","1","1","",""
"11-1798-2007","2007-06-25 00:00:00","67592","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","1920000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1799-2007","2007-06-25 00:00:00","38481","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","1000000","379.79","379.79","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","2","",""
"11-180-2007","2007-01-18 00:00:00","48989","Sales","Sale","Ready","Non Free Hold","Commercial","Al Suq Al Kabeer","Land","Commercial","24100000","302.86","303.98","","","","Al Ghubaiba Metro Station","Dubai Mall","Dubai International Airport","9","1","",""
"11-1800-2007","2007-06-25 00:00:00","87153","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","6600000","1026.45","1026.45","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1801-2007","2007-06-26 00:00:00","69628","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","7200000","594.58","594.58","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","11","",""
"11-1803-2007","2007-06-26 00:00:00","86173","Sales","Sale","Ready","Non Free Hold","Commercial","Al Hamriya","Land","Commercial","2000000","120.68","120.68","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","1","10","",""
"11-1804-2007","2007-06-26 00:00:00","101047","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 6","Land","Residential","2571888","767.75","767.75","","","","","","Global Village","1","1","",""
"11-1805-2007","2007-06-26 00:00:00","30853","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","4500000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1806-2007","2007-06-26 00:00:00","56671","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","4800000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1807-2007","2007-06-26 00:00:00","50548","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","2467360","1432.66","1432.66","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1808-2007","2007-06-26 00:00:00","55810","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","2500000","232.63","232.26","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1809-2007","2007-06-26 00:00:00","87899","Sales","Sale","Ready","Non Free Hold","Commercial","Al Nahda Second","Land","Commercial","28200000","2787.09","2787.09","","","","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-181-2007","2007-01-18 00:00:00","94316","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","1950000","92.53","92.53","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1810-2007","2007-06-26 00:00:00","21008","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","2400000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
