Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1805-2003","2003-12-07 00:00:00","17091","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","645000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1806-2003","2003-12-07 00:00:00","83170","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","750000","226.78","505.21","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1807-2003","2003-12-08 00:00:00","66445","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","810000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1808-2003","2003-12-08 00:00:00","3847","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Shop","550000","334.45","334.45","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","4","",""
"11-1809-2003","2003-12-08 00:00:00","67292","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","810000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-181-2003","2003-02-08 00:00:00","30216","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","462360","715.91","706.16","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1810-2003","2003-12-08 00:00:00","67291","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","590000","224.36","224.36","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1811-2003","2003-12-08 00:00:00","65470","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","2800000","594.58","594.58","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1812-2003","2003-12-08 00:00:00","57135","Sales","Sale","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","7000000","3224.66","1610.66","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1813-2003","2003-12-08 00:00:00","34976","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","6000000","302.03","302.03","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1814-2003","2003-12-08 00:00:00","49057","Sales","Sale","Ready","Non Free Hold","Commercial","Al Goze Industrial First","Land","Industrial","18023400","18604.75","18604.75","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1815-2003","2003-12-08 00:00:00","81308","Sales","Sale","Ready","Non Free Hold","Commercial","Oud Metha","Land","Commercial","43000000","10604.6","2787.09","","","","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","2","1","",""
"11-1816-2003","2003-12-09 00:00:00","57977","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","500000","1393.55","1393.55","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1817-2003","2003-12-09 00:00:00","62141","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","550000","320.52","320.52","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","4","",""
"11-1818-2003","2003-12-09 00:00:00","75563","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","1400000","122.17","122.17","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1819-2003","2003-12-09 00:00:00","34977","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","500000","144.37","144.37","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","10","",""
"11-182-2003","2003-02-08 00:00:00","30494","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","450000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1820-2003","2003-12-09 00:00:00","29109","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1239750","1212.38","1212.38","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1821-2003","2003-12-09 00:00:00","86180","Sales","Sale","Ready","Free Hold","Residential","Marsa Dubai","Land","Residential Flats","15000000","3475.78","3475.78","","","","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","",""
"11-1822-2003","2003-12-09 00:00:00","83292","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","520000","1115.21","1115.21","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1823-2003","2003-12-09 00:00:00","51462","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","580000","1225.58","1225.58","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1824-2003","2003-12-09 00:00:00","32496","Sales","Sale","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","7562100","1003.63","1002.98","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","5","",""
"11-1825-2003","2003-12-09 00:00:00","32393","Sales","Sale","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","5926200","786.52","786.52","","","","","","","1","5","",""
"11-1826-2003","2003-12-10 00:00:00","81669","Sales","Sale","Ready","Non Free Hold","Commercial","Al Hamriya","Land","Commercial","650000","177.63","174.56","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1827-2003","2003-12-10 00:00:00","50001","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","2770000","1463.22","1463.22","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1828-2003","2003-12-10 00:00:00","86217","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","460000","232.44","232.44","","","","","","","1","1","",""
"11-1829-2003","2003-12-10 00:00:00","82215","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","2000000","619.57","619.57","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-183-2003","2003-02-08 00:00:00","68432","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","1560720","1208.3","1206.81","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","8","",""
"11-1830-2003","2003-12-10 00:00:00","28446","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1650000","1393.55","1393.55","","","","","","","1","1","",""
"11-1831-2003","2003-12-10 00:00:00","60137","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","735000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1832-2003","2003-12-10 00:00:00","69472","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","735000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1833-2003","2003-12-10 00:00:00","44235","Sales","Sale","Ready","Non Free Hold","Commercial","Al Nahda Second","Land","Commercial","3422508","1394.57","1394.57","","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","8","1","",""
"11-1834-2003","2003-12-10 00:00:00","18587","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1500000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1835-2003","2003-12-10 00:00:00","67893","Sales","Sale","Ready","Non Free Hold","Commercial","Al Nahda Second","Land","Commercial","1700000","1394.47","1394.47","","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1836-2003","2003-12-10 00:00:00","75650","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","1676250","1245.83","1245.83","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1837-2003","2003-12-13 00:00:00","74174","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","525000","1393.55","1393.55","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1838-2003","2003-12-13 00:00:00","7790","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","700000","232.26","232.26","","","","","","","1","1","",""
"11-1839-2003","2003-12-13 00:00:00","30306","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","780468","929.59","929.59","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-184-2003","2003-02-08 00:00:00","65488","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","1200000","576","576","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1840-2003","2003-12-13 00:00:00","48770","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","735000","910.45","910.45","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1841-2003","2003-12-13 00:00:00","7855","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","590000","232.26","232.26","","","","","","","2","1","",""
"11-1842-2003","2003-12-13 00:00:00","65962","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Second","Land","Residential","3990000","1950.96","1950.96","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1843-2003","2003-12-13 00:00:00","79706","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa First","Land","Residential","4300000","1393.55","1393.55","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"11-1844-2003","2003-12-13 00:00:00","82785","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","2025000","1393.55","1393.55","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1845-2003","2003-12-13 00:00:00","70720","Sales","Sale","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","1800000","929.03","929.03","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1846-2003","2003-12-13 00:00:00","84320","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","Residential","960000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1847-2003","2003-12-14 00:00:00","62599","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","400000","278.71","278.71","","","","Abu Hail Metro Station","","Dubai International Airport","1","4","",""
"11-1848-2003","2003-12-14 00:00:00","70707","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","1300000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1849-2003","2003-12-14 00:00:00","27217","Sales","Sale","Ready","Non Free Hold","Commercial","Eyal Nasser","Land","Commercial","400000","110","110","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","2","1","",""
"11-185-2003","2003-02-08 00:00:00","80843","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","800000","184.51","194.63","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1850-2003","2003-12-14 00:00:00","4121","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","1300000","211.35","211.35","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1851-2003","2003-12-14 00:00:00","86216","Sales","Sale","Ready","Non Free Hold","Residential","Al Aweer Second","Land","Agricultural","2400000","35882.69","36100.15","","","","","","","1","2","",""
"11-1852-2003","2003-12-14 00:00:00","54696","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","4550000","1393.55","1393.55","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","2","1","",""
"11-1853-2003","2003-12-14 00:00:00","21134","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","775265","1532.43","1532.43","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1854-2003","2003-12-14 00:00:00","57297","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","500000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1855-2003","2003-12-14 00:00:00","85714","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","Residential","1036150","1816.25","1816.25","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1856-2003","2003-12-14 00:00:00","75568","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","8100000","386.66","386.66","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1857-2003","2003-12-14 00:00:00","64741","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","880875","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1858-2003","2003-12-14 00:00:00","86226","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1300000","464.52","464.52","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1859-2003","2003-12-15 00:00:00","34606","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","812500","1451.61","1451.61","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-186-2003","2003-02-08 00:00:00","44415","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","562500","696.77","696.77","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1860-2003","2003-12-15 00:00:00","48883","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","700000","929.03","929.03","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1861-2003","2003-12-15 00:00:00","54798","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","520000","1115.58","1115.58","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1862-2003","2003-12-15 00:00:00","29477","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","3250000","1045.16","1045.16","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","5","2","",""
"11-1863-2003","2003-12-15 00:00:00","62141","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","750000","320.52","320.52","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1864-2003","2003-12-15 00:00:00","28173","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1831168","1849.14","1849.14","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","7","",""
"11-1865-2003","2003-12-15 00:00:00","35722","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","4900000","216.28","216.28","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1866-2003","2003-12-15 00:00:00","77984","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","1550000","288.93","288.93","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1867-2003","2003-12-16 00:00:00","64278","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","850000","594.58","594.58","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1868-2003","2003-12-16 00:00:00","140001","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali","Land","Commercial","5335000","2823.39","2823.39","","","","","","","1","1","",""
"11-1869-2003","2003-12-16 00:00:00","17159","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1150000","231.51","231.51","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-187-2003","2003-02-08 00:00:00","63554","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","5100000","5574.18","5574.18","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1870-2003","2003-12-16 00:00:00","72529","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","750000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","4","",""
"11-1871-2003","2003-12-16 00:00:00","56312","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","675000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","9","",""
"11-1872-2003","2003-12-16 00:00:00","81308","Sales","Sale","Ready","Non Free Hold","Commercial","Oud Metha","Land","Commercial","18000000","2787.09","2787.09","","","","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","2","2","",""
"11-1873-2003","2003-12-16 00:00:00","62599","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","470000","278.71","278.71","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1874-2003","2003-12-16 00:00:00","17436","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","812500","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","7","",""
"11-1875-2003","2003-12-16 00:00:00","17440","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","812500","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","7","",""
"11-1876-2003","2003-12-17 00:00:00","80638","Sales","Sale","Ready","Free Hold","Commercial","Al Safouh First","Land","Commercial","3600000","3276.47","3276.47","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1877-2003","2003-12-17 00:00:00","86249","Sales","Sale","Ready","Non Free Hold","Residential","Al Aweer Second","Land","Agricultural","8013952","93065.02","93065.02","","","","","","","2","1","",""
"11-1878-2003","2003-12-17 00:00:00","74976","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","1000000","929.03","929.03","","","","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1879-2003","2003-12-17 00:00:00","52087","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","590000","929.03","929.03","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-188-2003","2003-02-09 00:00:00","84015","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","12000000","903.85","903.85","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1880-2003","2003-12-17 00:00:00","7249","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","620000","232.26","232.26","","","","","","","1","1","",""
"11-1881-2003","2003-12-17 00:00:00","59754","Sales","Sale","Ready","Non Free Hold","Commercial","Al Garhoud","Land","Commercial","6200000","1858.06","1864.1","","","","GGICO Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1882-2003","2003-12-17 00:00:00","64649","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Third","Land","Residential","1950000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1883-2003","2003-12-20 00:00:00","62481","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","11750000","943.99","943.99","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","1","9","",""
"11-1884-2003","2003-12-20 00:00:00","75405","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","800000","104.05","104.05","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1885-2003","2003-12-20 00:00:00","56530","Sales","Sale","Ready","Non Free Hold","Residential","Al Karama","Land","","14500000","929.03","929.03","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1886-2003","2003-12-20 00:00:00","68390","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","870000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1887-2003","2003-12-20 00:00:00","30033","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","810000","836.13","836.13","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1888-2003","2003-12-20 00:00:00","59899","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","840000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-189-2003","2003-02-09 00:00:00","48455","Sales","Sale","Ready","Non Free Hold","Commercial","Mankhool","Land","Commercial","9150000","782.43","782.43","","","","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1890-2003","2003-12-20 00:00:00","7161","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","625000","277.32","277.32","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1891-2003","2003-12-20 00:00:00","86218","Sales","Sale","Ready","Non Free Hold","Commercial","Oud Metha","Land","Commercial","19290000","2787.09","5302.3","","","","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-1892-2003","2003-12-20 00:00:00","86219","Sales","Sale","Ready","Non Free Hold","Commercial","Oud Metha","Land","Commercial","13241895","2515.21","2515.21","","","","","","","1","2","",""
"11-1893-2003","2003-12-20 00:00:00","86066","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","495000","635.64","617.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","7","",""
"11-1894-2003","2003-12-21 00:00:00","27217","Sales","Sale","Ready","Non Free Hold","Commercial","Eyal Nasser","Land","Commercial","900000","110","110","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","2","",""
"11-1895-2003","2003-12-21 00:00:00","17337","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","735000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1896-2003","2003-12-21 00:00:00","62481","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","16000000","943.99","943.99","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1897-2003","2003-12-21 00:00:00","86328","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","900000","236.53","236.53","","","","","","","1","1","",""
"11-1898-2003","2003-12-21 00:00:00","29689","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","800000","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1899-2003","2003-12-21 00:00:00","16905","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","900000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","6","",""
"11-19-2003","2003-01-06 00:00:00","49927","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","12000000","1062.25","1062.25","","","","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-190-2003","2003-02-09 00:00:00","61933","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1200000","1393.55","1393.55","","","","Financial Centre","Dubai Mall","Burj Khalifa","1","2","",""
"11-1900-2003","2003-12-21 00:00:00","86220","Sales","Sale","Ready","Non Free Hold","Commercial","Oud Metha","Land","Commercial","13536750","2515.21","2515.21","","","","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-1901-2003","2003-12-21 00:00:00","63223","Sales","Sale","Ready","Non Free Hold","Commercial","Al Nahda Second","Land","Commercial","2450000","929.03","929.03","","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1902-2003","2003-12-22 00:00:00","72608","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","900000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","3","",""
"11-1903-2003","2003-12-22 00:00:00","69472","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","870000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1904-2003","2003-12-22 00:00:00","60137","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","870000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1905-2003","2003-12-22 00:00:00","51099","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","615000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1906-2003","2003-12-22 00:00:00","66902","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","1758750","1089.29","1089.29","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1907-2003","2003-12-22 00:00:00","53036","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","825000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1908-2003","2003-12-22 00:00:00","28017","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","3450000","924.57","924.57","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1909-2003","2003-12-22 00:00:00","86336","Sales","Sale","Ready","Non Free Hold","Residential","Wadi Al Amardi","Land","Agricultural","9000000","60643.46","60643.46","","","","","City Centre Mirdif","","1","1","",""
"11-191-2003","2003-02-09 00:00:00","30018","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1500000","766.45","766.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1910-2003","2003-12-22 00:00:00","68891","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","1550000","229.84","238.48","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","3","1","",""
"11-1911-2003","2003-12-22 00:00:00","69974","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","7350000","2042.01","2042.01","","","","Noor Bank Metro Station","Dubai Mall","Burj Al Arab","4","1","",""
"11-1912-2003","2003-12-22 00:00:00","52413","Sales","Sale","Ready","Non Free Hold","Commercial","Al Goze Industrial Third","Land","Industrial","19000000","18812.86","18812.86","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","2","1","",""
"11-1913-2003","2003-12-22 00:00:00","68854","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","855000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1914-2003","2003-12-22 00:00:00","84373","Sales","Sale","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","1583600","1374.96","1374.96","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
