Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1010-2002","2002-06-16 00:00:00","131067","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej","Land","Residential","500000","1858.06","1858.06","","","","","","","1","3","",""
"11-1011-2002","2002-06-16 00:00:00","29313","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","600000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1012-2002","2002-06-16 00:00:00","29296","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","650000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1013-2002","2002-06-17 00:00:00","29293","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","650000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1014-2002","2002-06-17 00:00:00","33761","Sales","Sale","Ready","Non Free Hold","Commercial","Al Buteen","Land","Commercial","15000000","286.51","286.51","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1015-2002","2002-06-17 00:00:00","58583","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","2900000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1016-2002","2002-06-17 00:00:00","29994","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1000000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1017-2002","2002-06-17 00:00:00","83761","Sales","Sale","Ready","Non Free Hold","Commercial","Al Hamriya","Land","Commercial","600000","153.48","153.48","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","3","1","",""
"11-1018-2002","2002-06-17 00:00:00","85868","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej","Land","Agricultural","1780000","22444.9","22444.9","","","","","","","1","1","",""
"11-1019-2002","2002-06-17 00:00:00","65489","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","900000","1858.06","3716.12","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-102-2002","2002-01-16 00:00:00","60575","Sales","Sale","Ready","Free Hold","Commercial","Al Thanayah Fourth","Land","Commercial","1894598","1543.98","1543.98","","","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1020-2002","2002-06-17 00:00:00","89837","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej","Land","Residential","720000","1858.06","1858.06","","","","","","","1","1","",""
"11-1021-2002","2002-06-17 00:00:00","17474","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","690000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","12","",""
"11-1022-2002","2002-06-17 00:00:00","70840","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais First","Land","Residential","8438430","6030.43","6030.43","","","","Airport Free Zone","City Centre Mirdif","Dubai International Airport","1","18","",""
"11-1023-2002","2002-06-17 00:00:00","69075","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","200000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1024-2002","2002-06-18 00:00:00","37885","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1500000","915.84","915.84","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","1","7","",""
"11-1025-2002","2002-06-18 00:00:00","29177","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","850000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","3","1","",""
"11-1026-2002","2002-06-18 00:00:00","64416","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa First","Land","Residential","4800000","3716.12","7432.24","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"11-1027-2002","2002-06-18 00:00:00","64419","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa First","Land","Residential","4800000","3716.12","3716.12","","","","","","","1","1","",""
"11-1028-2002","2002-06-18 00:00:00","93964","Sales","Sale","Ready","Non Free Hold","Residential","Al-Aweer","Land","Residential","300000","16679.71","16679.71","","","","","","","1","1","",""
"11-1029-2002","2002-06-18 00:00:00","83216","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","750000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-103-2002","2002-01-16 00:00:00","28097","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","966290","1381.1","1381.1","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1030-2002","2002-06-18 00:00:00","62258","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah First","Land","Residential","1500000","939.99","939.99","","","","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1031-2002","2002-06-18 00:00:00","57857","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","562500","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","3","1","",""
"11-1032-2002","2002-06-18 00:00:00","70859","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","2560000","594.58","594.58","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","5","",""
"11-1033-2002","2002-06-19 00:00:00","64877","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","10554060","2971.22","2971.22","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","46","",""
"11-1034-2002","2002-06-19 00:00:00","2109","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","","1300000","929.03","930.24","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
"11-1035-2002","2002-06-19 00:00:00","70384","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","450000","334.45","334.45","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","18","",""
"11-1036-2002","2002-06-19 00:00:00","16815","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","747600","1653.67","1653.67","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","22","",""
"11-1037-2002","2002-06-19 00:00:00","84794","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1000000","464.52","145.95","","","","","","","1","22","",""
"11-1038-2002","2002-06-19 00:00:00","8007","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","310000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
"11-1039-2002","2002-06-19 00:00:00","59848","Sales","Sale","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","8250000","2062.45","5629.27","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-104-2002","2002-01-16 00:00:00","66460","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","470400","910.45","910.45","","","","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","",""
"11-1040-2002","2002-06-19 00:00:00","4208","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","1300000","211.35","211.35","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","11","",""
"11-1041-2002","2002-06-19 00:00:00","49822","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","820000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","14","",""
"11-1042-2002","2002-06-19 00:00:00","85868","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej","Land","Agricultural","2400000","22444.9","22444.9","","","","","","","2","1","",""
"11-1043-2002","2002-06-19 00:00:00","47797","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","1350000","235.51","235.51","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","2","1","",""
"11-1044-2002","2002-06-22 00:00:00","70927","Sales","Sale","Ready","Non Free Hold","Commercial","Al Ras","Land","Commercial","3500000","205.04","205.04","","","","","","","2","1","",""
"11-1045-2002","2002-06-22 00:00:00","53307","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","12000000","981.52","981.61","","","","Burjuman Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-1046-2002","2002-06-22 00:00:00","29458","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","850000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1047-2002","2002-06-22 00:00:00","49038","Sales","Sale","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","8200000","451.23","451.23","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1048-2002","2002-06-22 00:00:00","54941","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","530000","1299.71","1299.71","","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-1049-2002","2002-06-22 00:00:00","29235","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","950000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-105-2002","2002-01-16 00:00:00","30081","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","656106","923.55","923.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1050-2002","2002-06-22 00:00:00","68852","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","300000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","9","",""
"11-1051-2002","2002-06-23 00:00:00","69556","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","795000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1052-2002","2002-06-23 00:00:00","52790","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","792000","1839.48","1839.48","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1053-2002","2002-06-23 00:00:00","30009","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","925000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1054-2002","2002-06-23 00:00:00","54809","Sales","Sale","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","400000","323.58","323.58","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-1055-2002","2002-06-24 00:00:00","68123","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","450000","1477.16","1477.16","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","9","",""
"11-1056-2002","2002-06-24 00:00:00","56647","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","710400","1374.96","1374.96","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1057-2002","2002-06-24 00:00:00","63243","Sales","Sale","Ready","Non Free Hold","Commercial","Al Qusais First","Land","Commercial","3222380","2138.35","2138.35","","","","Airport Free Zone","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1058-2002","2002-06-24 00:00:00","67741","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","535000","278.71","278.71","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1059-2002","2002-06-24 00:00:00","58562","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","1300000","910.45","910.45","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-106-2002","2002-01-16 00:00:00","68384","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","3500000","905.8","905.8","","","","","","","1","4","",""
"11-1061-2002","2002-06-24 00:00:00","70929","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","800000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","7","",""
"11-1062-2002","2002-06-24 00:00:00","54941","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","587580","1299.71","1299.71","","","","Rashidiya Metro Station","City Centre Mirdif","","1","1","",""
"11-1063-2002","2002-06-24 00:00:00","28738","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","598000","854.71","854.71","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1064-2002","2002-06-24 00:00:00","70769","Sales","Sale","Ready","Non Free Hold","Residential","Al Muteena","Land","Residential","460000","138.15","138.15","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1065-2002","2002-06-24 00:00:00","67997","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","600000","193.05","193.05","","","","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1066-2002","2002-06-24 00:00:00","83613","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","750000","668.9","668.9","","","","Financial Centre","Dubai Mall","Burj Khalifa","1","1","",""
"11-1067-2002","2002-06-24 00:00:00","29830","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","660000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1068-2002","2002-06-25 00:00:00","32604","Sales","Sale","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","1000000","344.86","344.86","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1069-2002","2002-06-25 00:00:00","28620","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2478878","2774.64","2774.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-107-2002","2002-01-16 00:00:00","68401","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","3100000","970.09","970.09","","","","","","","1","1","",""
"11-1070-2002","2002-06-25 00:00:00","59342","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential","325000","148.64","148.64","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","5","",""
"11-1071-2002","2002-06-25 00:00:00","69497","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","2300000","4087.73","4087.73","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1072-2002","2002-06-25 00:00:00","50172","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","2108850","3841.54","3841.54","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1073-2002","2002-06-25 00:00:00","47993","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1200000","1347.09","1347.09","","","","Financial Centre","Dubai Mall","Burj Khalifa","1","1","",""
"11-1074-2002","2002-06-25 00:00:00","61083","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","680000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1075-2002","2002-06-25 00:00:00","47615","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah First","Land","Residential","28000000","9297.08","9297.08","","","","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1076-2002","2002-06-25 00:00:00","65455","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","400000","156.73","197.42","","","","Union Metro Station","Dubai Mall","Dubai International Airport","1","15","",""
"11-1078-2002","2002-06-26 00:00:00","29666","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1330000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1079-2002","2002-06-26 00:00:00","84327","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej","Land","Residential","1710000","4180.64","5574.18","","","","","","","1","1","",""
"11-108-2002","2002-01-16 00:00:00","64940","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","300000","278.71","278.71","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1080-2002","2002-06-26 00:00:00","45773","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","485000","1073.96","1073.96","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1081-2002","2002-06-26 00:00:00","54615","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","1350000","1393.55","1393.55","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","4","1","",""
"11-1082-2002","2002-06-26 00:00:00","56721","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","1170000","916.4","916.4","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1083-2002","2002-06-26 00:00:00","62328","Sales","Sale","Ready","Non Free Hold","Commercial","Trade Center First","Land","Commercial","76000000","3716.12","3714.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1084-2002","2002-06-26 00:00:00","83599","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","720000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1085-2002","2002-06-26 00:00:00","53977","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","680000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1086-2002","2002-06-26 00:00:00","70975","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais First","Land","Residential","8600000","959.69","959.69","","","","Airport Free Zone","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1087-2002","2002-06-29 00:00:00","29235","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1000000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1088-2002","2002-06-29 00:00:00","27037","Sales","Sale","Ready","Non Free Hold","Commercial","Al Ras","Land","Commercial","8500000","394.19","394.19","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1089-2002","2002-06-29 00:00:00","49751","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","459766","502.88","502.88","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","3","1","",""
"11-109-2002","2002-01-19 00:00:00","58586","Sales","Sale","Ready","Non Free Hold","Commercial","Mirdif","Land","Commercial","621000","961.55","961.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1090-2002","2002-06-29 00:00:00","70979","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","300000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1091-2002","2002-06-29 00:00:00","66017","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","380000","1075.45","1075.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1092-2002","2002-06-29 00:00:00","64738","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","940.64","","","","","","","1","1","",""
"11-1093-2002","2002-06-29 00:00:00","64739","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1094-2002","2002-06-29 00:00:00","64740","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1095-2002","2002-06-29 00:00:00","64735","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","1881.28","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1096-2002","2002-06-29 00:00:00","59963","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","700000","1858.06","1858.06","","","","","","","1","1","",""
"11-1097-2002","2002-06-29 00:00:00","64736","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","940.64","","","","","","","1","1","",""
"11-1098-2002","2002-06-29 00:00:00","64737","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","1881.28","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1099-2002","2002-06-29 00:00:00","70985","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","300000","183.48","183.48","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-11-2002","2002-01-02 00:00:00","68322","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","1080000","1393.55","1393.55","","","","","","","1","12","",""
"11-110-2002","2002-01-19 00:00:00","89322","Sales","Sale","Ready","Non Free Hold","Residential","Al-Aweer","Land","Agricultural","800000","12973.9","12973.9","","","","","","","1","1","",""
"11-1100-2002","2002-06-29 00:00:00","64741","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1101-2002","2002-06-29 00:00:00","64742","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1102-2002","2002-06-29 00:00:00","64743","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","658125","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1103-2002","2002-06-29 00:00:00","56368","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","666400","1820.9","1820.9","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1104-2002","2002-06-29 00:00:00","62718","Sales","Sale","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","850000","970.84","970.84","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1105-2002","2002-06-29 00:00:00","70991","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","700000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1106-2002","2002-06-30 00:00:00","83599","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","860000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","","1","1","",""
"11-1107-2002","2002-06-30 00:00:00","58806","Sales","Sale","Ready","Non Free Hold","Commercial","Al Suq Al Kabeer","Land","Commercial","2373000","314.94","314.94","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1108-2002","2002-06-30 00:00:00","65645","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","600000","844.49","844.49","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1109-2002","2002-06-30 00:00:00","61261","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","750000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
