Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"13-256-2000","2000-04-12 00:00:00","48680","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","70000","975.02","975.02","","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"13-257-1998","2000-12-05 00:00:00","80016","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","1300000","780.39","780.39","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-257-2000","2000-04-12 00:00:00","49550","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","352500","1493.69","1493.69","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-258-1998","2000-12-05 00:00:00","84781","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","500000","443.61","443.61","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-258-2000","2000-04-12 00:00:00","56104","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","250000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-259-1998","2000-12-05 00:00:00","66935","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","14500000","667.6","667.6","","","","","","","0","0","",""
"13-259-2000","2000-04-15 00:00:00","54202","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-26-1990","2000-11-22 00:00:00","81790","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Jumeirah Third","Land","Commercial","450000","975.48","975.48","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-26-1992","2000-11-21 00:00:00","68935","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","4000000","1398.47","1398.47","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-26-1993","2000-06-13 00:00:00","59531","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","1184872","377.65","377.65","","","","","","","0","0","",""
"13-26-1994","2000-02-29 00:00:00","57288","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Karama","Land","Residential","19081897","2249.55","2250.85","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-26-1995","2000-04-08 00:00:00","35612","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","900000","149.95","149.95","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","0","0","",""
"13-26-2000","2000-01-16 00:00:00","56378","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","500000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-260-1998","2000-12-09 00:00:00","86047","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Mankhool","Land","Commercial","25000000","1641.6","1641.6","","","","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-260-2000","2000-04-15 00:00:00","58248","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","500000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-261-1998","2000-12-09 00:00:00","74097","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","500000","1393.55","1393.55","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-261-2000","2000-04-15 00:00:00","58310","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","910.45","910.45","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-262-2000","2000-04-15 00:00:00","58316","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","929.03","929.03","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-263-1998","2000-12-11 00:00:00","29468","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","900000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-263-2000","2000-04-15 00:00:00","58077","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-264-1998","2000-12-11 00:00:00","32412","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Muteena","Land","Residential","600000","248.61","248.61","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-264-2000","2000-04-15 00:00:00","56333","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","500000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-265-1998","2000-12-11 00:00:00","43343","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Port Saeed","Land","Commercial","22500000","1976.05","1976.05","","","","Deira City Centre","Dubai Mall","Dubai International Airport","0","0","",""
"13-265-2000","2000-04-16 00:00:00","48706","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Warqa Second","Land","Residential","500000","1095.23","1095.23","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-266-1998","2000-12-20 00:00:00","30614","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2397578","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-266-2000","2000-04-16 00:00:00","19744","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Garhoud","Land","Residential","2654812","1374.96","1374.96","","","","Airport Terminal 1 Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-267-1998","2000-12-24 00:00:00","61909","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Musalla (Dubai)","Land","Commercial","600000","96.15","96.15","","","","","","","0","0","",""
"13-267-2000","2000-04-17 00:00:00","83646","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","1200000","1393.55","1393.55","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-268-2000","2000-04-17 00:00:00","62465","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"13-269-2000","2000-04-17 00:00:00","56468","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","500000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-27-1990","2000-11-25 00:00:00","68447","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al-Qiyadah","Land","Commercial","10000000","3716.12","3716.12","","","","","","","0","0","",""
"13-27-1992","2000-11-21 00:00:00","34660","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Buteen","Land","Commercial","1500000","216.28","216.28","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-27-1993","2000-06-24 00:00:00","59673","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Hor Al Anz East","Land","Residential","333667","232.26","232.26","","","","","","","0","0","",""
"13-27-1994","2000-02-29 00:00:00","57367","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Jumeirah","Land","Residential","9162500","5866.36","5866.36","","","","","","","0","0","",""
"13-27-1995","2000-04-10 00:00:00","57999","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Khabeesi","Land","Commercial","1400000","660.63","782.61","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-27-2000","2000-01-16 00:00:00","56379","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1392.89","1392.89","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-270-2000","2000-04-17 00:00:00","83390","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","495000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-271-2000","2000-04-17 00:00:00","58387","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-272-2000","2000-04-17 00:00:00","56188","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-273-2000","2000-04-17 00:00:00","29757","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","500000","696.77","696.77","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-274-2000","2000-04-17 00:00:00","48144","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","500000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-275-2000","2000-04-17 00:00:00","38034","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","2000000","1341.52","1341.52","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-276-2000","2000-04-18 00:00:00","58116","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","500000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-277-2000","2000-04-18 00:00:00","57660","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Jumeirah Third","Land","Commercial","4000000","1697.52","1697.52","","","","Noor Bank Metro Station","Dubai Mall","Burj Al Arab","0","0","",""
"13-278-2000","2000-04-18 00:00:00","58408","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-279-2000","2000-04-18 00:00:00","55904","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Qusais Industrial Third","Land","Industrial","1500000","3048.61","3048.61","","","","Airport Free Zone","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-28-1990","2000-11-26 00:00:00","75820","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","6316342","342.16","342.16","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-28-1993","2000-08-05 00:00:00","31103","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2004119","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-28-1994","2000-03-07 00:00:00","57637","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","55000000","2230.88","2230.88","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-28-1995","2000-04-10 00:00:00","58221","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Suq Al Kabeer","Land","Commercial","3337577","398.93","389.91","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-28-1996","2000-01-17 00:00:00","27208","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Eyal Nasser","Land","Commercial","11874605","1382.68","1382.68","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","0","0","",""
"13-28-2000","2000-01-16 00:00:00","54265","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-280-2000","2000-04-18 00:00:00","16766","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","250000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-281-2000","2000-04-18 00:00:00","58122","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-282-2000","2000-04-18 00:00:00","7830","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1250000","232.26","232.26","","","","","","","0","0","",""
"13-283-2000","2000-04-18 00:00:00","58265","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-284-2000","2000-04-19 00:00:00","58436","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","250000","224.36","224.36","","","","Abu Hail Metro Station","","Dubai International Airport","0","0","",""
"13-285-2000","2000-04-19 00:00:00","56619","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","500000","1393.55","1393.55","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-286-2000","2000-04-19 00:00:00","30532","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1948200","1552.22","1552.22","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-287-2000","2000-04-19 00:00:00","31026","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","700000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-288-2000","2000-04-19 00:00:00","58267","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","500000","1393.55","1393.55","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-289-2000","2000-04-22 00:00:00","55186","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","1993.33","1993.33","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-29-1990","2000-12-05 00:00:00","128655","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","600000","176.7","167.32","","","","","","","0","0","",""
"13-29-1992","2000-11-26 00:00:00","31035","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","150000","905.8","905.8","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-29-1993","2000-09-27 00:00:00","60937","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Suq Al Kabeer","Land","Residential","1888000","1135.65","1135.65","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-29-1994","2000-04-02 00:00:00","35027","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Buteen","Land","Commercial","400000","148.83","148.83","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-29-1995","2000-04-11 00:00:00","4282","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","800000","211.35","422.71","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-29-1996","2000-01-23 00:00:00","56483","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Qusais Industrial Second","Land","Commercial","4631423","2043.87","2043.87","","","","Airport Free Zone","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-29-2000","2000-01-17 00:00:00","51140","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","500000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-290-2000","2000-04-22 00:00:00","54592","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-291-2000","2000-04-22 00:00:00","58374","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-292-2000","2000-04-22 00:00:00","47644","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1855.74","1855.74","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-293-2000","2000-04-23 00:00:00","58003","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","1452.45","1452.45","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-294-2000","2000-04-23 00:00:00","47769","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","500000","1393.55","1393.55","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-295-2000","2000-04-23 00:00:00","19726","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Garhoud","Land","Residential","6000000","1858.06","1858.06","","","","GGICO Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-297-2000","2000-04-23 00:00:00","69247","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","250000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-298-2000","2000-04-24 00:00:00","56318","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","500000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-299-2000","2000-04-24 00:00:00","32050","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","1085556","204.39","204.39","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-3-1976","2000-10-24 00:00:00","4097","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","672000","260.13","258","","","","ADCB Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-3-1978","2000-11-19 00:00:00","32594","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","500000","277.97","277.97","","","","","","","0","0","",""
"13-3-1980","2000-11-19 00:00:00","661","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","3215242.38","964.89","9648.91","","","","","","","0","0","",""
"13-3-1982","2000-11-19 00:00:00","32608","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","871500","694.17","694.17","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-3-1983","2000-11-19 00:00:00","69976","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al-Riqqa West","Land","Commercial","3500000","716.47","716.47","","","","","","","0","0","",""
"13-3-1984","2000-11-19 00:00:00","32519","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","200000","185.81","185.81","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-3-1985","2000-09-11 00:00:00","38203","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","358369","185.81","185.81","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","0","0","",""
"13-3-1986","2000-11-19 00:00:00","90479","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","40000","231.14","231.14","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","0","0","",""
"13-30-1992","2000-11-26 00:00:00","8603","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Satwa","Land","Commercial","100000","185.81","185.81","","","","","","","0","0","",""
"13-30-1993","2000-10-18 00:00:00","30969","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","238574","929.03","929.03","","","","","","","0","0","",""
"13-30-1994","2000-04-15 00:00:00","21361","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Hor Al Anz East","Land","Commercial","5500000","1672.25","1672.25","","","","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-30-1995","2000-04-19 00:00:00","31026","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","700000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-30-1996","2000-01-25 00:00:00","35611","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","4000000","570.52","570.52","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","0","0","",""
"13-30-2000","2000-01-17 00:00:00","49805","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Twar Second","Land","Residential","400000","2457.28","1228.64","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-300-2000","2000-04-24 00:00:00","58548","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Jumeirah First","Land","Commercial","50000000","6549.66","6555.18","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-301-2000","2000-04-26 00:00:00","57524","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Nahda Second","Land","Commercial","5000000","1393.55","1393.55","","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-302-2000","2000-04-26 00:00:00","58585","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-303-2000","2000-04-26 00:00:00","56419","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","1366599","988.49","988.49","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-304-2000","2000-04-29 00:00:00","58338","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","250000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-305-2000","2000-04-29 00:00:00","58625","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","1100000","899.86","899.86","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-306-2000","2000-04-29 00:00:00","57630","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","200000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-307-2000","2000-04-30 00:00:00","19872","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Garhoud","Land","Commercial","5000000","4440.76","4440.76","","","","Terminal 3 ","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-308-2000","2000-04-30 00:00:00","58656","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","500000","1494.16","1494.16","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-309-2000","2000-04-30 00:00:00","55234","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Muhaisanah Second","Land","Commercial","400000","929.03","929.03","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-31-1992","2000-11-26 00:00:00","85770","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al-Raulah","Land","Commercial","600000","250.84","250.84","","","","","","","0","0","",""
"13-31-1993","2000-10-18 00:00:00","30972","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","238575","929.03","1858.06","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-31-1994","2000-04-15 00:00:00","58405","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al-Tawar","Land","Residential","200000","975.48","975.48","","","","","","","0","0","",""
"13-31-1995","2000-05-27 00:00:00","59165","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Goze Third","Land","Industrial","10000000","11415.64","11447.14","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-31-2000","2000-01-17 00:00:00","56404","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","500000","929.03","929.03","","","","Etisalat Metro Station","City Centre Mirdif","","0","0","",""
"13-310-2000","2000-04-30 00:00:00","48151","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","500000","1374.96","1374.96","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-311-2000","2000-04-30 00:00:00","31087","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","7000000","4176.18","4176.18","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-313-2000","2000-05-01 00:00:00","49459","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","500000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-314-2000","2000-05-01 00:00:00","54861","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","500000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-315-2000","2000-05-01 00:00:00","58677","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","9500000","1400.79","1400.79","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-316-2000","2000-05-01 00:00:00","17049","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","500000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-317-2000","2000-05-02 00:00:00","38367","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Sabkha","Land","Commercial","1500000","209.5","212.93","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-318-2000","2000-05-02 00:00:00","58510","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","500000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
