Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1-1974","2000-04-15 00:00:00","66132","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","59616","692.31","692.31","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1-1983","2000-05-28 00:00:00","59189","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","106920","551.84","551.84","","","","","","","2","1","",""
"11-1-1990","2000-04-01 00:00:00","58119","Sales","Sale","Ready","Non Free Hold","Residential","Al Musalla (Dubai)","Land","Residential","1300000","232.26","232.26","","","","","","","1","2","",""
"11-1-1992","2000-01-22 00:00:00","56484","Sales","Sale","Ready","Non Free Hold","Residential","Al Safaa","Land","Residential","500000","929.03","929.03","","","","","","","1","1","",""
"11-1-2000","2000-01-02 00:00:00","56259","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1950000","694.17","694.17","","","","","","","1","1","",""
"11-10-2000","2000-01-12 00:00:00","40726","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential Flats","450000","334.45","334.45","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-100-2000","2000-02-20 00:00:00","58959","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","300000","1393.55","1393.55","","","","","","","1","1","",""
"11-101-2000","2000-02-20 00:00:00","57188","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","1100000","594.58","594.58","","","","","","","1","1","",""
"11-102-2000","2000-02-20 00:00:00","29590","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","4913952","9510.85","18261.29","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-103-2000","2000-02-20 00:00:00","29600","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","4305072","8332.38","8332.38","","","","","","","2","1","",""
"11-104-2000","2000-02-20 00:00:00","130819","Sales","Sale","Ready","Non Free Hold","Residential","Al-Aweer","Land","Agricultural","409000","19394.71","19394.71","","","","","","","1","1","",""
"11-105-2000","2000-02-20 00:00:00","57158","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","2309840","1650.7","1650.7","","","","","","","1","1","",""
"11-106-2000","2000-02-20 00:00:00","57192","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","2309840","1650.7","1650.7","","","","","","","1","1","",""
"11-107-2000","2000-02-21 00:00:00","57190","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz East","Land","Residential","750000","226.4","226.4","","","","","","","2","1","",""
"11-108-2000","2000-02-22 00:00:00","27937","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","283176","692.31","692.31","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-109-2000","2000-02-22 00:00:00","57152","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","430000","222.97","222.97","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","12","",""
"11-11-2000","2000-01-15 00:00:00","45773","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","250000","1103.87","1073.96","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","3","",""
"11-110-2000","2000-02-22 00:00:00","13705","Sales","Sale","Ready","Non Free Hold","Commercial","Al Satwa","Land","Commercial","4200000","233.93","233.93","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","5","7","",""
"11-111-2000","2000-02-22 00:00:00","30242","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","270000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-112-2000","2000-02-22 00:00:00","49721","Sales","Sale","Ready","Non Free Hold","Commercial","Jumeirah Second","Land","Commercial","2650000","561.13","561.13","","","","","","","1","1","",""
"11-113-2000","2000-02-23 00:00:00","57285","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah","Land","Residential","390000","232.26","232.26","","","","","","","1","1","",""
"11-114-2000","2000-02-23 00:00:00","314865","Sales","Sale","Ready","Non Free Hold","Residential","Lehbab","Land","Agricultural","400000","23410.24","23410.24","","","","","","","1","1","",""
"11-115-2000","2000-02-26 00:00:00","53985","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","590000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-116-2000","2000-02-26 00:00:00","55118","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","360000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-117-2000","2000-02-26 00:00:00","38740","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz East","Land","Commercial","7599900","2353.51","2353.51","","","","","","","1","1","",""
"11-118-2000","2000-02-26 00:00:00","38737","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz East","Land","Commercial","7599900","2353.51","4707.02","","","","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-119-2000","2000-02-26 00:00:00","3771","Sales","Sale","Ready","Non Free Hold","Commercial","Al Bada","Land","Commercial","1600000","929.03","929.03","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-12-2000","2000-01-15 00:00:00","27977","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","386850","718.79","718.79","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-121-2000","2000-02-26 00:00:00","56867","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","150000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-122-2000","2000-02-26 00:00:00","83681","Sales","Sale","Ready","Non Free Hold","Residential","Nad Rashid","Land","Residential","600000","594.58","594.58","","","","","","","1","1","",""
"11-123-2000","2000-02-26 00:00:00","28270","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","817630","1381.1","1381.1","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-124-2000","2000-02-27 00:00:00","29665","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","687792","1389.09","1389.09","","","","","","","1","1","",""
"11-125-2000","2000-02-27 00:00:00","27986","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","687792","1389.09","2778.17","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-126-2000","2000-02-27 00:00:00","28665","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","305532","692.31","692.31","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-127-2000","2000-02-27 00:00:00","54944","Sales","Sale","Ready","Non Free Hold","Residential","Um Al Sheif","Land","Residential","1350000","2090.32","2090.32","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-128-2000","2000-02-28 00:00:00","30824","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1500000","923.55","923.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-129-2000","2000-02-29 00:00:00","27937","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","312984","692.31","692.31","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-13-2000","2000-01-16 00:00:00","83672","Sales","Sale","Ready","Non Free Hold","Residential","Al-Tawar","Land","Residential","900000","836.13","836.13","","","","","","","1","1","",""
"11-130-2000","2000-02-29 00:00:00","55611","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","750000","470.27","470.27","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","16","",""
"11-131-2000","2000-02-29 00:00:00","58957","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","300000","1393.55","1393.55","","","","","","","1","1","",""
"11-132-2000","2000-03-04 00:00:00","28157","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","743300","1381.1","1381.1","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-133-2000","2000-03-04 00:00:00","57510","Sales","Sale","Ready","Non Free Hold","Commercial","Naif South","Land","Commercial","9750000","225.01","225.01","","","","","","","1","4","",""
"11-134-2000","2000-03-04 00:00:00","29704","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","555603","1200.4","1200.4","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-135-2000","2000-03-04 00:00:00","79092","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej","Land","Agricultural","2550000","25639.37","25639.37","","","","","","","1","1","",""
"11-136-2000","2000-03-04 00:00:00","83650","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Third","Land","Residential","370000","910.45","910.45","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","4","",""
"11-137-2000","2000-03-05 00:00:00","29993","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","950000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-138-2000","2000-03-05 00:00:00","7850","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","450000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-139-2000","2000-03-05 00:00:00","57749","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha","Land","Residential","450000","1393.55","1393.55","","","","","","","1","2","",""
"11-14-2000","2000-01-18 00:00:00","56465","Sales","Sale","Ready","Non Free Hold","Commercial","Al Musalla (Dubai)","Land","Commercial","1300000","301.01","301.01","","","","","","","1","1","",""
"11-140-2000","2000-03-05 00:00:00","30208","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","344432","842.07","842.07","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-141-2000","2000-03-05 00:00:00","57632","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","860000","644.75","644.75","","","","","","","1","1","",""
"11-142-2000","2000-03-05 00:00:00","30652","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","370000","929.03","1858.06","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-143-2000","2000-03-05 00:00:00","30685","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","285000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-144-2000","2000-03-05 00:00:00","30654","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","370000","929.03","929.03","","","","","","","1","1","",""
"11-145-2000","2000-03-06 00:00:00","29100","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","500000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-146-2000","2000-03-06 00:00:00","48840","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","280300","1302.04","1302.04","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","6","",""
"11-147-2000","2000-03-06 00:00:00","52532","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","2000000","3716.12","3716.12","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-148-2000","2000-03-06 00:00:00","57793","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz East","Land","Residential","600000","232.26","232.26","","","","","","","1","1","",""
"11-149-2000","2000-03-06 00:00:00","57488","Sales","Sale","Ready","Non Free Hold","Commercial","Al Hamriya","Land","Commercial","400000","165.09","174.66","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-15-2000","2000-01-19 00:00:00","28220","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1750000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","3","",""
"11-150-2000","2000-03-06 00:00:00","57491","Sales","Sale","Ready","Non Free Hold","Commercial","Al Hamriya","Land","Commercial","600000","174.66","174.66","","","","","","","1","1","",""
"11-151-2000","2000-03-07 00:00:00","47387","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","750000","566.71","566.71","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-152-2000","2000-03-07 00:00:00","27781","Sales","Sale","Ready","Non Free Hold","Commercial","Al Ras","Land","Commercial","4000000","99.13","99.13","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-153-2000","2000-03-07 00:00:00","57685","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar","Land","Residential","1800000","929.03","929.03","","","","","","","1","1","",""
"11-154-2000","2000-03-07 00:00:00","28204","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1820000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","3","",""
"11-155-2000","2000-03-07 00:00:00","57792","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah","Land","Residential","14500000","3734.51","3734.51","","","","","","","1","1","",""
"11-156-2000","2000-03-08 00:00:00","30426","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","262500","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-157-2000","2000-03-08 00:00:00","56816","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","550000","334.45","334.45","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","2","16","",""
"11-158-2000","2000-03-08 00:00:00","29816","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","415000","929.03","929.03","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-159-2000","2000-03-08 00:00:00","57738","Sales","Sale","Ready","Non Free Hold","Commercial","Al-Riqqa East","Land","Commercial","6200000","522.58","522.58","","","","","","","1","1","",""
"11-16-2000","2000-01-19 00:00:00","47308","Sales","Sale","Ready","Non Free Hold","Residential","Um Al Sheif","Land","Residential","900000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-160-2000","2000-03-11 00:00:00","57807","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz East","Land","Residential","350000","232.26","232.26","","","","","","","1","1","",""
"11-161-2000","2000-03-11 00:00:00","28567","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","440000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-162-2000","2000-03-11 00:00:00","39868","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","1500000","603.87","603.87","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-163-2000","2000-03-11 00:00:00","16801","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","150000","910.45","910.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-164-2000","2000-03-12 00:00:00","57827","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz East","Land","Residential","580000","232.26","232.26","","","","","","","2","1","",""
"11-165-2000","2000-03-12 00:00:00","63181","Sales","Sale","Ready","Non Free Hold","Commercial","Al Ras","Land","Commercial","2900000","212.75","212.75","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-166-2000","2000-03-12 00:00:00","83345","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","438030","904.32","912.31","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","9","",""
"11-167-2000","2000-03-12 00:00:00","62259","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","950000","194.35","194.35","","","","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-168-2000","2000-03-13 00:00:00","35220","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","6000000","119.57","119.57","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","4","16","",""
"11-169-2000","2000-03-13 00:00:00","57870","Sales","Sale","Ready","Non Free Hold","Commercial","Al Musalla (Dubai)","Land","Commercial","1750000","347.46","347.46","","","","","","","2","1","",""
"11-17-2000","2000-01-22 00:00:00","83639","Sales","Sale","Ready","Non Free Hold","Residential","Al Safaa","Land","Residential","1100000","1021.93","1021.93","","","","","","","1","1","",""
"11-170-2000","2000-03-13 00:00:00","57860","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","","700000","339.75","339.75","","","","","","","2","1","",""
"11-171-2000","2000-03-13 00:00:00","29951","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","800000","1876.83","1876.83","","","","","","","1","1","",""
"11-172-2000","2000-03-14 00:00:00","54915","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","1624800","3773.72","3773.72","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-173-2000","2000-03-14 00:00:00","7708","Sales","Sale","Ready","Non Free Hold","Commercial","Al Satwa","Land","Commercial","4150000","233","233","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","5","",""
"11-174-2000","2000-03-14 00:00:00","29097","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1100000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-175-2000","2000-03-14 00:00:00","57921","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","2800000","1393.55","1393.55","","","","","","","1","1","",""
"11-176-2000","2000-03-21 00:00:00","38413","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","1800000","903.95","903.95","","","","","","","2","4","",""
"11-177-2000","2000-03-21 00:00:00","37760","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","1500000","333.71","333.71","","","","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-179-2000","2000-03-25 00:00:00","28685","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","675000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-18-2000","2000-01-22 00:00:00","40224","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","900000","334.45","334.45","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-180-2000","2000-03-25 00:00:00","34894","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","300000","91.47","91.47","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-181-2000","2000-03-25 00:00:00","7161","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","400000","278.71","277.32","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-182-2000","2000-03-26 00:00:00","56907","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","1000000","563.74","563.74","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-183-2000","2000-03-26 00:00:00","57948","Sales","Sale","Ready","Non Free Hold","Residential","Al Safaa","Land","Residential","850000","970.84","970.84","","","","","","","1","1","",""
"11-184-2000","2000-03-26 00:00:00","52895","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","2000000","1795.81","893.63","","","","Noor Bank Metro Station","Dubai Mall","Burj Al Arab","3","1","",""
"11-185-2000","2000-03-26 00:00:00","57971","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","2300000","594.58","594.58","","","","","","","1","1","",""
"11-186-2000","2000-03-27 00:00:00","56852","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","3000000","173.17","173.17","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-187-2000","2000-03-27 00:00:00","93582","Sales","Sale","Ready","Non Free Hold","Residential","Al Khawaneej Second","Land","Residential","4500000","82806.77","85424.68","","","","","","","1","1","",""
"11-188-2000","2000-03-27 00:00:00","58139","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","350000","1625.8","1625.8","","","","","","","1","1","",""
"11-189-2000","2000-03-27 00:00:00","56974","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar First","Land","Residential","435000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-19-2000","2000-01-22 00:00:00","56496","Sales","Sale","Ready","Non Free Hold","Commercial","Jumeirah","Land","Commercial","1500000","1088.17","1088.17","","","","","","","2","1","",""
"11-190-2000","2000-03-27 00:00:00","57989","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","4400000","1560.77","1560.77","","","","","","","1","1","",""
"11-191-2000","2000-03-27 00:00:00","83622","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","4370520","1845.61","1845.61","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-192-2000","2000-03-28 00:00:00","29747","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","292500","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-193-2000","2000-03-28 00:00:00","315340","Sales","Sale","Ready","Non Free Hold","Residential","Lehbab","Land","Residential","400000","34288.17","54062.76","","","","","","","1","1","",""
"11-194-2000","2000-03-28 00:00:00","49384","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","1500000","464.52","464.52","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-195-2000","2000-03-28 00:00:00","58008","Sales","Sale","Ready","Non Free Hold","Commercial","Al-Murar Jadeed","Land","Commercial","1000000","263.29","263.29","","","","","","","1","1","",""
"11-196-2000","2000-04-01 00:00:00","57749","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","555000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-197-2000","2000-04-01 00:00:00","7720","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","500000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-198-2000","2000-04-01 00:00:00","29798","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2100000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-199-2000","2000-04-02 00:00:00","58173","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","1764000","1820.9","1820.9","","","","","","","1","1","",""
"11-2-1975","2000-04-15 00:00:00","66132","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","50000","692.31","692.31","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-2-2000","2000-01-02 00:00:00","58779","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","300000","1393.55","1393.55","","","","","","","1","1","",""
"11-20-2000","2000-01-22 00:00:00","56498","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1500000","575.16","575.16","","","","","","","2","1","",""
"11-200-2000","2000-04-02 00:00:00","3998","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","1100000","211.35","211.35","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
"11-201-2000","2000-04-02 00:00:00","28756","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","787500","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-202-2000","2000-04-02 00:00:00","58112","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar","Land","Residential","1850000","1393.55","1393.55","","","","","","","1","1","",""
"11-203-2000","2000-04-02 00:00:00","58137","Sales","Sale","Ready","Non Free Hold","Residential","Al-Bastakiyah","Land","Residential","800000","166.11","166.11","","","","","","","1","1","",""
"11-204-2000","2000-04-02 00:00:00","25154","Sales","Sale","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","4500000","3186.11","3186.11","","","","Salah Al Din Metro Station","","Dubai International Airport","3","1","",""
"11-205-2000","2000-04-02 00:00:00","28598","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","255000","696.77","696.77","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-206-2000","2000-04-02 00:00:00","30648","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","340000","929.03","929.03","","","","","","","1","1","",""
"11-207-2000","2000-04-02 00:00:00","57961","Sales","Sale","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","1100000","620.59","620.59","","","","","","","2","5","",""
"11-208-2000","2000-04-03 00:00:00","53429","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","350000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-209-2000","2000-04-03 00:00:00","58134","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha","Land","Residential","450000","1394.38","1394.38","","","","","","","1","1","",""
"11-21-2000","2000-01-23 00:00:00","56497","Sales","Sale","Ready","Non Free Hold","Commercial","Al-Bastakiyah","Land","Commercial","1000000","348.11","348.11","","","","","","","2","1","",""
"11-210-2000","2000-04-03 00:00:00","58127","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","150000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-211-2000","2000-04-03 00:00:00","7856","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","590000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-212-2000","2000-04-03 00:00:00","56867","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","450000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-213-2000","2000-04-03 00:00:00","58128","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Second","Land","Residential","630000","1393.55","1393.55","","","","Airport Free Zone","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-214-2000","2000-04-04 00:00:00","7910","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","440000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
