Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1010-2001","2001-10-03 00:00:00","17321","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","465000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1011-2001","2001-10-03 00:00:00","38637","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","300000","235.14","235.14","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","3","",""
"11-1012-2001","2001-10-03 00:00:00","52797","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","600000","235.69","235.69","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","3","",""
"11-1013-2001","2001-10-03 00:00:00","63343","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Third","Land","Residential","1361600","1374.96","1374.96","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","10","",""
"11-1014-2001","2001-10-03 00:00:00","60602","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","1170000","1393.55","1384.63","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1015-2001","2001-10-03 00:00:00","66879","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","900000","929.03","929.03","","","","Abu Hail Metro Station","","Dubai International Airport","2","3","",""
"11-1016-2001","2001-10-03 00:00:00","62543","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","495000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1017-2001","2001-10-03 00:00:00","35376","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","480000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1018-2001","2001-10-06 00:00:00","66964","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","975000","1393.55","1393.55","","","","","","","1","1","",""
"11-1019-2001","2001-10-06 00:00:00","6770","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","510000","232.26","232.26","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-102-2001","2001-01-31 00:00:00","58899","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","400000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","2","4","",""
"11-1020-2001","2001-10-06 00:00:00","41696","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","480000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1021-2001","2001-10-06 00:00:00","66958","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","400000","245.26","245.26","","","","","","","1","1","",""
"11-1022-2001","2001-10-06 00:00:00","66961","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","1200000","594.58","594.58","","","","","","","1","1","",""
"11-1023-2001","2001-10-06 00:00:00","48654","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","380000","445.93","445.93","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","4","",""
"11-1024-2001","2001-10-06 00:00:00","57069","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Third","Land","Residential","230000","278.71","278.71","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1025-2001","2001-10-06 00:00:00","66956","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","750000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1026-2001","2001-10-07 00:00:00","66445","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","400000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","3","",""
"11-1027-2001","2001-10-08 00:00:00","58862","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","6000000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","5","15","",""
"11-1028-2001","2001-10-08 00:00:00","24690","Sales","Sale","Ready","Non Free Hold","Residential","Al Mamzer","Land","Residential","1400000","743.22","743.22","","","","Al Qiyadah Metro Station","","Dubai International Airport","1","1","",""
"11-1029-2001","2001-10-08 00:00:00","27979","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1150000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","3","",""
"11-103-2001","2001-02-03 00:00:00","28045","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","747600","1389.09","1389.09","","","","","","","1","1","",""
"11-1030-2001","2001-10-08 00:00:00","66991","Sales","Sale","Ready","Non Free Hold","Commercial","Al Musalla (Dubai)","Land","Commercial","1160000","328.78","328.78","","","","","","","1","1","",""
"11-1031-2001","2001-10-09 00:00:00","53587","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","100000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1032-2001","2001-10-09 00:00:00","50784","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","1000000","211.35","211.35","","","","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","1","5","",""
"11-1033-2001","2001-10-10 00:00:00","29428","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","646880","924.57","924.57","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1034-2001","2001-10-10 00:00:00","93096","Sales","Sale","Ready","Non Free Hold","Residential","Al-Aweer","Land","Agricultural","1600000","42132.9","42132.9","","","","","","","1","1","",""
"11-1035-2001","2001-10-10 00:00:00","63386","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","1462500","2090.32","2090.32","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1036-2001","2001-10-10 00:00:00","28330","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","550000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1037-2001","2001-10-13 00:00:00","29544","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","540000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1038-2001","2001-10-13 00:00:00","64215","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","5446464","4438.53","4438.53","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1039-2001","2001-10-13 00:00:00","30452","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","3350000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-104-2001","2001-02-03 00:00:00","62819","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","800000","1858.06","1858.06","","","","","","","1","1","",""
"11-1040-2001","2001-10-13 00:00:00","65485","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","1200000","600.34","600.34","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","4","1","",""
"11-1041-2001","2001-10-13 00:00:00","64785","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","500000","84.63","84.63","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","26","",""
"11-1042-2001","2001-10-13 00:00:00","54289","Sales","Sale","Ready","Non Free Hold","Commercial","Jumeirah Third","Land","Commercial","1500000","633.32","633.32","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1043-2001","2001-10-13 00:00:00","65775","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","1125000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1044-2001","2001-10-13 00:00:00","65486","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","1100000","592.26","592.26","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1045-2001","2001-10-13 00:00:00","56064","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1200000","1049.8","1049.8","","","","Financial Centre","Dubai Mall","Burj Khalifa","1","1","",""
"11-1046-2001","2001-10-13 00:00:00","40395","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential Flats","400000","334.45","334.45","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","2","",""
"11-1047-2001","2001-10-13 00:00:00","51916","Sales","Sale","Ready","Non Free Hold","Commercial","Al Waheda","Land","Commercial","650000","569.5","569.5","","","","Abu Hail Metro Station","","Dubai International Airport","1","3","",""
"11-1048-2001","2001-10-15 00:00:00","83464","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","2400000","929.03","929.03","","","","Noor Bank Metro Station","Dubai Mall","Burj Al Arab","1","1","",""
"11-1049-2001","2001-10-15 00:00:00","6816","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","800000","232.26","232.26","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","6","",""
"11-105-2001","2001-02-03 00:00:00","28450","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","640000","1486.45","2875.53","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1050-2001","2001-10-15 00:00:00","58429","Sales","Sale","Ready","Non Free Hold","Residential","Um Al Sheif","Land","Residential","1000000","1393.55","134","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1051-2001","2001-10-15 00:00:00","64054","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","400000","724.64","724.64","","","","","","","1","1","",""
"11-1052-2001","2001-10-15 00:00:00","67063","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah","Land","Residential","3638800","3073.23","3073.23","","","","","","","1","1","",""
"11-1053-2001","2001-10-15 00:00:00","67065","Sales","Sale","Ready","Non Free Hold","Commercial","Naif South","Land","Commercial","5500000","454.95","454.95","","","","","","","1","1","",""
"11-1054-2001","2001-10-16 00:00:00","64906","Sales","Sale","Ready","Non Free Hold","Commercial","Mankhool","Land","Commercial","12442980","1751.5","1751.5","","","","Burjuman Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1055-2001","2001-10-16 00:00:00","30270","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1275000","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1056-2001","2001-10-16 00:00:00","67053","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","500000","1839.48","1839.48","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1057-2001","2001-10-16 00:00:00","52138","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mamzer","Land","Commercial","8655000","3216.3","3216.3","","","","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1058-2001","2001-10-17 00:00:00","49374","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","550000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1059-2001","2001-10-17 00:00:00","28697","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","500000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-106-2001","2001-02-03 00:00:00","62823","Sales","Sale","Ready","Non Free Hold","Commercial","Um Suqaim","Land","Commercial","1708000","2266.83","2266.83","","","","","","","2","1","",""
"11-1060-2001","2001-10-17 00:00:00","23738","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","500000","904.6","904.6","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1061-2001","2001-10-17 00:00:00","29246","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1250000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1062-2001","2001-10-20 00:00:00","43678","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","350000","1088.08","1088.08","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1063-2001","2001-10-20 00:00:00","67149","Sales","Sale","Ready","Non Free Hold","Residential","Al-Tawar","Land","Residential","900000","929.03","929.03","","","","","","","1","1","",""
"11-1064-2001","2001-10-21 00:00:00","67053","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","630000","1839.48","1839.48","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1065-2001","2001-10-21 00:00:00","55261","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","555000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1066-2001","2001-10-21 00:00:00","66861","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","1150000","208.29","208.29","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","11","",""
"11-1067-2001","2001-10-21 00:00:00","67183","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Second","Land","Residential","597000","462.19","462.19","","","","","","","1","1","",""
"11-1068-2001","2001-10-21 00:00:00","51369","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Second","Land","Residential","600000","464.52","926.71","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1069-2001","2001-10-22 00:00:00","67190","Sales","Sale","Ready","Non Free Hold","Commercial","Burj Nahar","Land","Commercial","2000000","521.56","521.56","","","","","","","1","1","",""
"11-107-2001","2001-02-03 00:00:00","52532","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","2000000","3716.12","3716.12","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1070-2001","2001-10-22 00:00:00","67214","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha","Land","Residential","570000","1393.55","1393.55","","","","","","","1","1","",""
"11-1071-2001","2001-10-22 00:00:00","67202","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim","Land","Residential","3200000","1393.55","1393.55","","","","","","","1","1","",""
"11-1072-2001","2001-10-22 00:00:00","62140","Sales","Sale","Ready","Non Free Hold","Residential","Al Karama","Land","Residential","4025700","1068.57","1068.57","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1073-2001","2001-10-22 00:00:00","40087","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","560000","236.07","236.07","","","","Salah Al Din Metro Station","","Dubai International Airport","1","9","",""
"11-1074-2001","2001-10-22 00:00:00","7643","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","450000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","3","",""
"11-1075-2001","2001-10-23 00:00:00","47498","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","750000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1076-2001","2001-10-23 00:00:00","58883","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","450000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1077-2001","2001-10-23 00:00:00","50618","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","1258000","1374.96","1374.96","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","3","1","",""
"11-1078-2001","2001-10-23 00:00:00","63671","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","570000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1079-2001","2001-10-23 00:00:00","67222","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","90000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-108-2001","2001-02-03 00:00:00","17323","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","350000","2076.1","2076.1","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1080-2001","2001-10-23 00:00:00","7643","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","530000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"11-1081-2001","2001-10-24 00:00:00","56351","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","450000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1082-2001","2001-10-24 00:00:00","59403","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","290000","1198.17","1198.17","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1083-2001","2001-10-24 00:00:00","67259","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar","Land","Residential","500000","603.22","603.22","","","","","","","1","1","",""
"11-1084-2001","2001-10-24 00:00:00","66635","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","795000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1085-2001","2001-10-24 00:00:00","29232","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1000000","1381.1","1381.1","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1086-2001","2001-10-24 00:00:00","59665","Sales","Sale","Ready","Non Free Hold","Residential","Al Garhoud","Land","Residential","6000000","1786.8","1786.8","","","","GGICO Metro Station","City Centre Mirdif","Dubai International Airport","1","5","",""
"11-1087-2001","2001-10-27 00:00:00","56351","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","555000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1088-2001","2001-10-27 00:00:00","65371","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","547500","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","3","",""
"11-1089-2001","2001-10-27 00:00:00","67284","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha","Land","Residential","1219072","1769.62","1769.62","","","","","","","1","1","",""
"11-109-2001","2001-02-04 00:00:00","49259","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Second","Land","Residential","1794000","1282.06","1282.06","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"11-1090-2001","2001-10-27 00:00:00","67257","Sales","Sale","Ready","Non Free Hold","Commercial","Al Hamriya","Land","Commercial","1400000","309.37","309.37","","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1091-2001","2001-10-27 00:00:00","66222","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","415000","1151.63","1151.63","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1092-2001","2001-10-28 00:00:00","67337","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha","Land","Residential","375000","1393.55","1393.55","","","","","","","1","1","",""
"11-1093-2001","2001-10-28 00:00:00","38138","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","450000","152.55","152.55","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1094-2001","2001-10-29 00:00:00","51311","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","400000","231.98","231.98","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1095-2001","2001-10-29 00:00:00","30010","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","858000","1449.29","1449.29","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1096-2001","2001-10-29 00:00:00","30006","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","825000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1097-2001","2001-10-29 00:00:00","30467","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","825000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1098-2001","2001-10-29 00:00:00","30518","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","825000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1099-2001","2001-10-29 00:00:00","30142","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","500000","664.44","664.44","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-11-2001","2001-01-06 00:00:00","61292","Sales","Sale","Ready","Non Free Hold","Commercial","Al Buteen","Land","Commercial","710000","168.62","168.62","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","6","",""
"11-110-2001","2001-02-04 00:00:00","62787","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Second","Land","Residential","600000","464.52","464.52","","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1101-2001","2001-10-30 00:00:00","67372","Sales","Sale","Ready","Non Free Hold","Residential","Al Wasl","Land","Residential","800000","929.03","929.03","","","","","","","1","1","",""
"11-1103-2001","2001-10-30 00:00:00","67410","Sales","Sale","Ready","Non Free Hold","Commercial","Al-Bastakiyah","Land","Commercial","4400000","376.63","376.63","","","","","","","1","1","",""
"11-1104-2001","2001-10-30 00:00:00","67337","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","525000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1105-2001","2001-10-30 00:00:00","63311","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","1200000","557.42","557.42","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","2","",""
"11-1106-2001","2001-10-30 00:00:00","58329","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","1200000","557.42","557.42","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","2","",""
"11-1107-2001","2001-10-30 00:00:00","58324","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","1500000","841.24","841.24","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","2","",""
"11-1108-2001","2001-10-30 00:00:00","67385","Sales","Sale","Ready","Non Free Hold","Commercial","Burj Nahar","Land","Commercial","800000","222.97","222.97","","","","","","","1","1","",""
"11-1109-2001","2001-10-30 00:00:00","62663","Sales","Sale","Ready","Non Free Hold","Residential","Al Saffa Second","Land","Residential","1000000","471.48","471.48","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","3","",""
