,X,Y,price_sqf
0,25.047142,55.206906,482.3151125401929
1,25.193583,55.285234,1502.7272313296903
2,25.110662,55.141861,1040.0
3,25.109089,55.144157,1164.5962732919254
4,25.089626,55.148014,1102.3618897637796
5,25.087900161743,55.147399902344,993.6406995230524
6,25.06526,55.211685,535.5404089581305
7,25.068199157715,55.130699157715,855.7457212713937
8,25.076013,55.133375,822.7374719521316
9,25.068292,55.129856,833.8125359401955
10,25.063355,55.137683,566.0377358490566
11,25.186073,55.262314,916.4969450101833
12,25.042861,55.217764,413.5346432264736
13,25.08869934082,55.14820098877,844.954881050041
14,25.176704,55.271125,1104.953959484346
15,25.194829,55.284438,1617.2506738544475
16,25.106388,55.147462,1060.4347826086955
17,25.060859,55.238185,467.2897196261682
18,25.193583,55.285234,1457.1898907103823
19,25.080841569186,55.137214177089,1105.73600552868
20,25.080789,55.145815,1013.8248847926268
21,25.106388,55.147462,1086.9559915164368
22,25.186969,55.276799,1474.8490945674043
23,25.197323,55.270276,1282.7510917030568
24,25.191151,55.282047,1238.164603058995
25,25.048001,55.205121,572.7272727272727
26,25.179956,55.269723,850.0772797527048
27,25.187137,55.275907,1213.9605462822458
28,25.179956,55.269723,740.8626934474811
29,25.082584,55.139399,1296.043656207367
30,25.072999954224,55.13740158081,837.1824480369514
31,25.062218,55.217732,419.0321708569884
32,25.080684533226,55.138990914355,844.6566287183254
33,25.191167,55.269865,1025.3998118532456
34,25.111828,55.140392,1073.6196319018404
35,25.049281,55.20538,650.0
36,25.048001,55.205121,572.7272727272727
37,25.189399,55.27734,1558.0736543909347
38,25.080376,55.138238,996.3293130571578
39,25.066447,55.212973,608.7696892294593
40,25.108606217484,55.146567374468,1442.3076923076924
41,25.051247,55.212146,524.3902439024389
42,25.077203,55.13566,1299.3553830577118
43,25.06526,55.211685,583.6575875486382
44,25.080684533226,55.138990914355,833.3333333333334
45,25.08869934082,55.14820098877,769.2307692307692
46,25.051247,55.212146,512.8205128205127
47,25.194829,55.284438,1602.9040948275865
48,25.228411,55.336134,890.0523560209424
49,25.068789,55.133426,730.8970099667774
50,25.070499420166,55.135601043701,890.5852417302799
51,25.090678213447,55.148739419203,1012.6582278481012
52,25.08869934082,55.14820098877,789.6399241945672
53,25.191167,55.269865,1158.7485515643104
54,25.047142,55.206906,482.3151125401929
55,25.087900161743,55.147399902344,1038.374717832957
56,25.190199,55.281358,1138.7163561076604
57,25.111828,55.140392,1071.1553175210406
58,25.087900161743,55.147399902344,953.8950715421304
59,25.089626,55.148014,927.0833333333334
60,25.063662,55.211623,330.22014676450965
61,25.08869934082,55.14820098877,948.1668773704172
62,25.036406980166,55.236969841182,193.8104554201411
63,25.073214,55.131642,1157.7062228654122
64,25.186948,55.278975,1454.293628808864
65,25.079069004534,55.136218070984,1391.382405745063
66,25.066447,55.212973,481.1547714514836
67,25.069799423218,55.134300231934,825.3692441355344
68,25.052817,55.20771,560.8591885441526
69,25.098929,55.120651,1088.7096774193549
70,25.192523,55.266316,847.457627118644
71,25.190677,55.281575,1324.5033112582782
72,25.068199157715,55.13219833374,1072.1872766261613
73,25.084499359131,55.144500732422,1094.224924012158
74,25.08869934082,55.14820098877,845.8125346644481
75,25.110138,55.142548,1111.728738187882
76,25.087900161743,55.147399902344,1017.4880763116056
77,25.055482698022,55.198364853859,494.2528735632184
78,25.111924,55.142494,1484.7161572052405
79,25.106388,55.147462,1086.380498145204
80,25.098929,55.120651,1431.1270125223614
81,25.089437,55.149102,1002.5706940874036
82,25.190634,55.270742,1417.2709294660513
83,25.062994322337,55.137931514447,666.6661538461539
84,25.062218,55.217732,616.4383561643835
85,25.180621,55.269121,887.7826704545455
86,25.209765743363,55.278746894056,1226.692836113837
87,25.115537684511,55.134970843792,1821.4936247723133
88,25.067699432373,55.131000518799,1038.0565167243367
89,25.058898456464,55.203511896243,551.7241379310345
90,25.197323,55.270276,1474.9262536873157
91,25.060801,55.237134,572.7762803234501
92,25.191167,55.269865,1128.8805268109124
93,25.197323,55.270276,1449.637389202256
94,25.062591310639,55.19937602897,450.3464203233256
95,25.190199,55.281358,1308.6989992301772
96,25.089437,55.149102,785.4209445585216
97,25.190219,55.281293,1277.1739130434785
98,25.064736065653,55.207565110205,557.5117370892018
99,25.080789,55.145815,974.5762711864404
100,25.08869934082,55.14820098877,844.2622950819672
101,25.063355,55.137683,632.6530612244898
102,25.093658752749,55.166583359241,889.7260273972603
103,25.069449,55.134893,919.629057187017
104,25.077519,55.134947,921.8378024852846
105,25.190634,55.270742,1129.973873285434
106,25.072898,55.130092,1317.8090216754538
107,25.087999343872,55.149101257324,979.955456570156
108,25.065423,55.139434,667.7140612725844
109,25.042303887816,55.217502505384,413.3064516129032
110,25.081347704516,55.146448016167,980.3781512605042
111,25.068375,55.129743,1102.514506769826
112,25.193536913457,55.284457057714,1197.6047904191616
113,25.082606,55.140644,1181.9484240687675
114,25.052885,55.202635,621.8905472636816
115,25.069799423218,55.134300231934,798.175598631699
116,25.190634,55.270742,1009.3167701863354
117,25.050287,55.207637,587.719298245614
118,25.187985,55.279714,1202.184699453552
119,25.061256,55.238678,534.5911949685535
120,25.061256,55.238678,631.6916488222698
121,25.177209,55.309378,969.9453551912568
122,25.190199,55.281358,1173.0197947214076
123,25.080451,55.144278,1030.6748466257668
124,25.068182808807,55.133226960925,791.005291005291
125,25.068182808807,55.133226960925,753.3632286995515
126,25.189103,55.276003,1602.5641025641023
127,25.08869934082,55.14820098877,900.1314060446779
128,25.068420640786,55.12967495721,865.3846153846154
129,25.065572,55.203037,500.0
130,25.187137,55.275907,1539.338654503991
131,25.068199157715,55.13219833374,1025.0
132,25.011075,55.289064,531.6792202038104
133,25.089437,55.149102,1008.0645161290324
134,25.08869934082,55.14820098877,1064.516129032258
135,25.107612,55.146046,1083.934963868816
136,25.186073,55.262314,872.8054862842893
137,25.070426,55.135944,868.6730506155951
138,25.080789,55.145815,1051.8934081346424
139,25.08869934082,55.14820098877,985.5453350854136
140,25.058768,55.202798,569.2307692307693
141,25.194829,55.284438,1617.2506738544475
142,25.190199,55.281358,1186.9436201780416
143,25.179956,55.269723,765.0695517774343
144,25.068292,55.129856,805.3691275167786
145,25.089967,55.148283,943.3962264150944
146,25.068841,55.207289,542.8571428571429
147,25.191167,55.269865,1084.9056603773586
148,25.190219,55.281293,1210.4909213180902
149,25.066447,55.212973,587.8712871287129
150,25.089967,55.148283,1039.1923990498813
151,25.209765743363,55.278746894056,1170.7317073170732
152,25.080376,55.138238,1218.6379928315412
153,25.193536913457,55.284457057714,1311.4754098360656
154,25.065423,55.139434,659.5744680851063
155,25.063278,55.208412,491.11807732497385
156,25.063355,55.137683,592.4402451481103
157,25.062218,55.217732,656.0773480662983
158,25.205439,55.262553,1835.0
159,25.049281,55.20538,478.57142857142856
160,25.193536913457,55.284457057714,1485.7142857142858
161,25.213721,55.319042,632.0346320346321
162,25.191735,55.27048,1689.068100358423
